trading_date,entry_price,n_bars,prev_poc,midnight_open,day_open,prev_val,prev_vah,R_long,MFE_long,MAE_long,pts_long,stopped_long,R_short,MFE_short,MAE_short,pts_short,stopped_short
2026-01-03,20912.707147469053,391,20913.5,20901.157880314888,20910.35831478018,20892.75,20949.5,0.450600119150234,20.075351215658884,12.85714768633261,13.51800357450702,False,-0.450600119150234,12.85714768633261,20.075351215658884,-13.51800357450702,False
2026-01-04,20911.21022565528,391,20912.25,20895.495444326323,20925.565695053912,20902.75,20917.25,0.13995673500673245,20.55185633731162,3.874664744347683,4.198702050201973,False,-0.13995673500673245,3.874664744347683,20.55185633731162,-4.198702050201973,False
2026-01-05,20894.825136023253,391,20914.25,20910.198653630272,20920.324589825068,20908.25,20929.25,0.24642244510226494,29.839038087866356,6.227587334851705,7.3926733530679485,False,-0.24642244510226494,6.227587334851705,29.839038087866356,-7.3926733530679485,False
2026-01-06,20891.924181409937,391,20907.25,20909.412458002316,20904.04894176813,20888.75,20918.25,-0.6617644702615507,6.527086205991509,23.613255810952978,-19.852934107846522,False,0.6617644702615507,23.613255810952978,6.527086205991509,19.852934107846522,False
2026-01-07,20814.18898468744,391,20902.5,20858.07339197407,20869.549922706283,20882.0,20914.0,0.827128542901725,28.312395552089583,13.730734200493316,24.81385628705175,False,-0.827128542901725,13.730734200493316,28.312395552089583,-24.81385628705175,False
2026-01-08,20810.288325977224,391,20808.75,20865.382760325025,20845.30005984631,20798.25,20848.75,0.6926392048735579,25.68045085513586,17.619922906054853,20.779176146206737,False,-0.6926392048735579,17.619922906054853,25.68045085513586,-20.779176146206737,False
2026-01-09,20871.25444686561,391,20821.25,20873.249469843333,20826.84863869005,20804.75,20858.75,0.8094091205780084,26.061507875518146,10.179270845321298,24.282273617340252,False,-0.8094091205780084,10.179270845321298,26.061507875518146,-24.282273617340252,False
2026-01-10,20858.66856542886,391,20868.75,20873.03846705672,20894.428365541327,20860.75,20884.75,0.01055506833375451,10.296226073063735,27.47206972076674,0.3166520500126353,False,-0.01055506833375451,27.47206972076674,10.296226073063735,-0.3166520500126353,False
2026-01-11,20882.147777807982,391,20883.0,20850.18701934477,20857.66472882948,20859.0,20901.0,-1.0,4.279357921936025,30.0,-21.14014404338741,True,0.7046714681129136,32.04582783516162,4.279357921936025,21.14014404338741,False
2026-01-12,20889.03734427945,391,20851.25,20869.14720631584,20866.816464389856,20844.25,20879.75,-1.0,5.694536688257358,30.0,-34.17946205381304,True,1.1393154017937681,39.69409906682267,5.694536688257358,34.17946205381304,False
2026-01-13,20912.49120898351,391,20880.0,20878.161543340462,20850.825748366344,20867.5,20889.5,-1.0,11.388111527976434,30.0,-42.03323042401826,True,1.4011076808006087,51.711702189870266,11.388111527976434,42.03323042401826,False
2026-01-14,20912.246330374717,391,20880.75,20891.251921810235,20873.928729119903,20857.75,20897.75,-0.05777537204800562,15.523496253717894,16.505548713688768,-1.7332611614401685,False,0.05777537204800562,16.505548713688768,15.523496253717894,1.7332611614401685,False
2026-01-15,20879.55202789846,391,20894.5,20891.96803601874,20909.45955136692,20886.5,20916.0,0.30230726383536727,10.293146022566361,19.683113816092373,9.069217915061017,False,-0.30230726383536727,19.683113816092373,10.293146022566361,-9.069217915061017,False
2026-01-16,20860.28771803737,391,20878.75,20855.52108406592,20895.212392464306,20870.25,20893.75,-0.7863632067092112,3.9265766746721056,28.907087535546452,-23.590896201276337,False,0.7863632067092112,28.907087535546452,3.9265766746721056,23.590896201276337,False
2026-01-17,20879.70684121801,391,20859.5,20834.892346680277,20846.609794517182,20849.5,20870.5,-0.825771344316551,13.58698012257446,28.901807789367012,-24.773140329496528,False,0.825771344316551,28.901807789367012,13.58698012257446,24.773140329496528,False
2026-01-18,20866.82232768746,391,20857.0,20852.351429735376,20857.022049539075,20838.0,20867.0,-1.0,3.9568401102042117,30.0,-35.84447215003456,True,1.1948157383344855,40.59646920745945,3.9568401102042117,35.84447215003456,False
2026-01-19,20829.408250546618,391,20857.0,20806.24341236784,20812.583663347534,20844.0,20866.5,-0.20622328918107086,12.679575163801928,18.949240235939214,-6.186698675432126,False,0.20622328918107086,18.949240235939214,12.679575163801928,6.186698675432126,False
2026-01-20,20806.2591501522,391,20825.25,20844.03976701525,20822.9778311938,20807.75,20832.75,0.33830642121380755,23.669558669171238,5.316685507779766,10.149192636414227,False,-0.33830642121380755,5.316685507779766,23.669558669171238,-10.149192636414227,False
2026-01-21,20827.39428160255,391,20813.25,20814.25371476849,20823.78118189531,20802.25,20831.25,0.5057463561034334,23.41361155632694,15.57498465977551,15.172390683103004,False,-0.5057463561034334,15.57498465977551,23.41361155632694,-15.172390683103004,False
2026-01-22,20875.618414851397,391,20825.25,20883.637182951297,20830.70225184885,20814.25,20837.25,-0.025937833571879308,11.46087023468499,9.62344931561529,-0.7781350071563793,False,0.025937833571879308,9.62344931561529,11.46087023468499,0.7781350071563793,False
2026-01-23,20852.611869446984,391,20873.5,20841.08342908576,20865.955065008307,20867.5,20882.5,0.9171277775414637,33.020148466184764,7.404026820153376,27.513833326243912,False,-1.0,7.404026820153376,30.0,-27.513833326243912,True
2026-01-24,20862.463181549705,391,20849.25,20915.64335004998,20877.253479866707,20836.25,20864.75,-1.0,5.194511308189249,30.0,-20.97842708785538,True,0.6992809029285126,38.55836318062575,5.194511308189249,20.97842708785538,False
2026-01-25,20776.667499884697,391,20867.0,20815.15915512228,20837.066012319745,20847.5,20894.5,0.19040169189102016,27.80368818068746,5.184920043087914,5.712050756730605,False,-0.19040169189102016,5.184920043087914,27.80368818068746,-5.712050756730605,False
2026-01-26,20772.185511401865,391,20786.5,20790.934886721705,20776.91389584591,20775.0,20809.5,-0.37913911174813014,12.638783517901174,24.30219005282561,-11.374173352443904,False,0.37913911174813014,24.30219005282561,12.638783517901174,11.374173352443904,False
2026-01-27,20721.3618239512,391,20775.5,20757.584732478204,20760.261310632817,20769.5,20788.5,0.07679651867789895,4.903648645296926,20.27862028405798,2.3038955603369686,False,-0.07679651867789895,20.27862028405798,4.903648645296926,-2.3038955603369686,False
2026-01-28,20711.457952489225,391,20715.25,20687.33148159992,20711.78197881933,20706.25,20758.25,0.25962141287297225,32.43168154896921,2.511598523993598,7.788642386189167,False,-1.0,2.511598523993598,30.0,-7.788642386189167,True
2026-01-29,20686.504535210515,391,20692.75,20691.83847606497,20707.91076919395,20669.25,20714.25,0.0967320172481171,17.73888603202431,9.656759513836732,2.901960517443513,False,-0.0967320172481171,9.656759513836732,17.73888603202431,-2.901960517443513,False
