trading_date,prev_poc,prev_val,prev_vah,prev_high,prev_low,prev_session,day_open,overnight_gap,roll_z,roll_flag,midnight_open
2026-01-02,,,,,,,21000.001353168693,,,False,20959.792615943617
2026-01-03,20913.5,20892.75,20949.5,21002.15677402383,20892.686425202355,2026-01-02,20910.35831478018,-0.7422067175793927,0.6406462462239216,False,20901.157880314888
2026-01-04,20912.25,20902.75,20917.25,20936.756367987145,20888.42632713369,2026-01-03,20925.565695053912,1.7910872199208825,1.5993787029859834,False,20895.495444326323
2026-01-05,20914.25,20908.25,20929.25,20944.42361691852,20890.47550887247,2026-01-04,20920.324589825068,1.0428602915562806,0.937770919381828,False,20910.198653630272
2026-01-06,20907.25,20888.75,20918.25,20950.306348141738,20869.64118332497,2026-01-05,20904.04894176813,-1.5874957414453092,1.3880796469532968,False,20909.412458002316
2026-01-07,20902.5,20882.0,20914.0,20930.17612313404,20864.057699743786,2026-01-06,20869.549922706283,0.346735216488014,0.32223337245894323,False,20858.07339197407
2026-01-08,20808.75,20798.25,20848.75,20874.810173193404,20796.59758143112,2026-01-07,20845.30005984631,1.1906438666883332,1.068446199687392,False,20865.382760325025
2026-01-09,20821.25,20804.75,20858.75,20879.458515653318,20792.66840307117,2026-01-08,20826.84863869005,-0.4305300808373431,0.36505112792630495,False,20873.249469843333
2026-01-10,20868.75,20860.75,20884.75,20898.917270611146,20818.772218489044,2026-01-09,20894.428365541327,0.08762534041306935,0.09311957780498215,False,20873.03846705672
2026-01-11,20883.0,20859.0,20901.0,20905.27120156945,20831.196495708093,2026-01-10,20857.66472882948,0.21393593872198835,0.20480771922958077,False,20850.18701934477
2026-01-12,20851.25,20844.25,20879.75,20914.484215412525,20838.12174251465,2026-01-11,20866.816464389856,-0.2811100565268134,0.23292884341264664,False,20869.14720631584
2026-01-13,20880.0,20867.5,20889.5,20900.338559508727,20846.114667653244,2026-01-12,20850.825748366344,0.1523541853784991,0.15035503142122356,False,20878.161543340462
2026-01-14,20880.75,20857.75,20897.75,20923.879320511485,20849.51652056533,2026-01-13,20873.928729119903,0.7633527119323844,0.6906207791700654,False,20891.251921810235
2026-01-15,20894.5,20886.5,20916.0,20931.5733107399,20861.69314261249,2026-01-14,20909.45955136692,-1.795030984605546,1.5715893911790295,False,20891.96803601874
2026-01-16,20878.75,20870.25,20893.75,20915.21787799745,20859.868914082366,2026-01-15,20895.212392464306,0.10426922417536844,0.10783666780681915,False,20855.52108406592
2026-01-17,20859.5,20849.5,20870.5,20896.77106032591,20831.380630501822,2026-01-16,20846.609794517182,0.5787530985871854,0.52739150151436,False,20834.892346680277
2026-01-18,20857.0,20838.0,20867.0,20893.293821340583,20825.09145760785,2026-01-17,20857.022049539075,-1.6449007189257827,1.4388390870094232,False,20852.351429735376
2026-01-19,20857.0,20844.0,20866.5,20874.91018923507,20811.84482891457,2026-01-18,20812.583663347534,-0.9397536707729159,0.8153240036066831,False,20806.24341236784
2026-01-20,20825.25,20807.75,20832.75,20842.08782571042,20794.006459788223,2026-01-19,20822.9778311938,-1.4227547113623586,1.2424100063001942,False,20844.03976701525
2026-01-21,20813.25,20802.25,20831.25,20849.687418920686,20796.969749013777,2026-01-20,20823.78118189531,1.7427075424275245,1.5565997411704482,False,20814.25371476849
2026-01-22,20825.25,20814.25,20837.25,20850.807893158875,20799.73686253027,2026-01-21,20830.70225184885,-0.3305374972333084,0.2766342732165775,False,20883.637182951297
2026-01-23,20873.5,20867.5,20882.5,20891.03792509211,20829.502240324437,2026-01-22,20865.955065008307,1.7958473871585738,1.603587805300167,False,20841.08342908576
2026-01-24,20849.25,20836.25,20864.75,20885.63201791317,20821.70500950026,2026-01-23,20877.253479866707,-1.448814049919747,1.2654525627380222,False,20915.64335004998
2026-01-25,20867.0,20847.5,20894.5,20921.96298878092,20823.90481836908,2026-01-24,20837.066012319745,1.0718553562146553,0.9634093450209794,False,20815.15915512228
2026-01-26,20786.5,20775.0,20809.5,20847.40911986137,20770.5170867664,2026-01-25,20776.91389584591,-1.1224167491054686,0.9768409309191721,False,20790.934886721705
2026-01-27,20775.5,20769.5,20788.5,20797.18456344331,20747.88332134904,2026-01-26,20760.261310632817,-0.046997891753562726,0.025918878148572397,False,20757.584732478204
2026-01-28,20715.25,20706.25,20758.25,20781.373658803182,20701.08320366714,2026-01-27,20711.78197881933,-1.5627230206700915,1.3661747618648121,False,20687.33148159992
2026-01-29,20692.75,20669.25,20714.25,20743.889634038194,20666.55273145918,2026-01-28,20707.91076919395,0.29815909386161366,0.2792807071530031,False,20691.83847606497
2026-01-30,20690.25,20682.75,20698.75,20712.422205187475,20667.58700205481,2026-01-29,20677.87153147901,-1.3132144280280045,1.1455507496698336,False,20677.4655897497
2026-01-31,20662.5,20655.0,20686.0,20704.140925165106,20648.661827307133,2026-01-30,20679.26030964742,-0.9955281859220122,0.8646417332292243,False,20667.385544766454
2026-02-01,20664.5,20656.5,20682.5,20702.297066094896,20638.51364329393,2026-01-31,20665.15204059461,1.087091585930466,0.9768817392781521,False,20612.564480043937
2026-02-02,20653.25,20636.75,20667.75,20679.688255055044,20603.52534322514,2026-02-01,20639.570769250528,-0.0979312194394879,0.07095586460871293,False,20655.822691778296
2026-02-03,20655.75,20640.75,20665.25,20669.092198176408,20607.838857530376,2026-02-02,20616.83306739426,-1.1431199603248388,0.9951474167847297,False,20629.074921049803
2026-02-04,20602.25,20594.75,20628.25,20636.56626368529,20550.78722982699,2026-02-03,20556.019216002056,0.03434254317107843,0.04600511018677691,False,20595.053407194413
2026-02-05,20605.75,20572.25,20618.25,20641.704716726617,20552.65930769956,2026-02-04,20608.587774853226,2.434573225200438,2.168370988072311,False,20617.873999912936
2026-02-06,20631.0,20611.0,20650.5,20671.07610394393,20582.73700807609,2026-02-05,20668.17952900455,-1.2002281309687532,1.0456444101073181,False,20692.479235150902
2026-02-07,20694.25,20687.75,20703.25,20716.74893548986,20663.494769196423,2026-02-06,20692.772242186355,2.2582680349514703,2.0124759223688096,False,20719.755688853933
2026-02-08,20718.0,20710.5,20729.0,20741.18858163416,20687.38831142556,2026-02-07,20700.05187116116,-1.8221820141588978,1.5955972580498816,False,20704.665963393218
2026-02-09,20719.5,20699.5,20728.5,20742.829587119824,20677.265963757472,2026-02-08,20741.34691894502,0.4335516464234388,0.39899942245335457,False,20737.55061720379
2026-02-10,20765.75,20737.75,20774.25,20778.46935815828,20715.16442900077,2026-02-09,20767.89509802582,1.236767713297013,1.1092304788535605,False,20774.274482861405
2026-02-11,20767.25,20754.75,20778.25,20806.678523565,20746.47889515866,2026-02-10,20785.255372109197,-0.013708629434404429,0.0035166236034621192,False,20801.161378805675
2026-02-12,20786.75,20770.75,20813.25,20824.002827331344,20747.75229185538,2026-02-11,20806.29554435483,-0.1653235170597327,0.13054643395373244,False,20796.8484389999
2026-02-13,20749.5,20734.5,20792.5,20830.021299148484,20734.457484265804,2026-02-12,20754.489822561656,-0.7049758410321374,0.6077254346622366,False,20757.6237711486
2026-02-14,20752.0,20736.5,20759.5,20773.96888132547,20719.21350049267,2026-02-13,20752.28826718639,-0.27462091372944997,0.227190921906616,False,20763.767699428143
2026-02-15,20759.0,20748.0,20774.0,20797.65170657953,20738.15142742534,2026-02-14,20748.21680971,0.076018559269869,0.08285646583210039,False,20708.681851423135
2026-02-16,20704.75,20694.75,20714.25,20758.06448015165,20686.10628845492,2026-02-15,20697.26867861348,0.4982946298987372,0.4562473778225042,False,20721.8424072296
2026-02-17,20722.5,20709.0,20743.5,20766.470163000668,20694.31408197727,2026-02-16,20760.0079937036,0.652016660078516,0.5921736427334291,False,20760.617226818445
2026-02-18,20747.75,20743.75,20772.75,20790.431484041525,20729.752758831863,2026-02-17,20770.12740927328,0.07450321546275518,0.08151654712613486,False,20770.944926357824
2026-02-19,20779.0,20760.5,20792.5,20832.73490880282,20754.03094166274,2026-02-18,20818.88481195186,0.5861941041039245,0.5339710925195598,False,20836.41099023855
2026-02-20,20863.0,20837.0,20878.5,20883.475267010843,20802.960786240845,2026-02-19,20877.670810266376,-3.1487091611415963,2.768557829683175,False,20904.72074038779
2026-02-21,20909.75,20896.25,20919.75,20928.141055923086,20867.50727048328,2026-02-20,20881.856833281752,0.9756987382606894,0.8783843820429099,False,20892.840795023178
2026-02-22,20883.5,20874.5,20889.0,20899.364373212757,20856.28569100371,2026-02-21,20874.258794700592,-0.8446818998781964,0.7312582994192405,False,20873.886980574203
2026-02-23,20879.5,20869.0,20887.5,20921.92920050513,20859.348858864018,2026-02-22,20915.449599109543,-0.4064414714339364,0.34375115745835066,False,20933.72009020993
2026-02-24,20922.0,20914.5,20937.0,20958.91728902547,20902.75140953632,2026-02-23,20917.266383021182,1.3001363950133964,1.1652632297088785,False,20913.01887394273
2026-02-25,20908.75,20903.25,20918.75,20937.361247214285,20887.508709172336,2026-02-24,20927.07332266647,-0.021662684819602873,0.0035166236034621192,False,20930.6239181805
2026-02-26,20946.0,20935.0,20952.5,20958.22776821261,20917.72503623802,2026-02-25,20947.614694128217,1.210810204185691,1.086277963486915,False,20930.481248356984
2026-02-27,20931.5,20918.0,20970.0,21001.79703496882,20917.825424362203,2026-02-26,20976.873838814536,1.2503867604864354,1.121272905133898,False,20970.75235555254
2026-02-28,20967.5,20955.5,20973.5,20985.24117810749,20929.285520568206,2026-02-27,20949.836790222795,0.7189881545891694,0.651392123608873,False,20964.69141059467
2026-03-01,20970.25,20959.25,20982.75,20997.58243944044,20940.747807256164,2026-02-28,20967.694428940544,-1.8492496367762215,1.6195313736616026,False,20927.924781866728
2026-03-02,20909.75,20888.75,20933.75,20978.883540858893,20881.961051270177,2026-03-01,20887.55173369887,-0.9119015693759138,0.7906962250873173,False,20891.42430476873
2026-03-03,20863.25,20852.75,20876.25,20895.22180336447,20835.750589462084,2026-03-02,20860.225278685408,0.6192253815970616,0.5631784752845908,False,20912.880787177328
2026-03-04,20947.0,20921.5,20964.0,20967.0433583751,20852.567805356422,2026-03-03,20960.596461194757,0.8619760200090241,0.7778268737313931,False,20942.292130111226
2026-03-05,20943.25,20930.25,20964.25,20974.226997089485,20910.486477309543,2026-03-04,20928.08691391373,-2.0135300037327397,1.7647936802579998,False,20926.893302099867
2026-03-06,20927.0,20904.5,20937.5,20948.199905474798,20886.49873758159,2026-03-05,20943.76004701514,-0.9008508149527188,0.7809247709148992,False,20932.808142334838
2026-03-07,20926.5,20910.0,20956.5,20960.221194644408,20883.148212754,2026-03-06,20892.724440051526,0.05505896833710722,0.0643232802749013,False,20881.741967731454
2026-03-08,20877.75,20848.25,20889.25,20908.222253694683,20828.4091636568,2026-03-07,20874.61055133755,0.43380829291709233,0.3992263580412076,False,20902.87155652469
2026-03-10,20823.5,20811.0,20834.0,20908.704903975635,20791.97375216307,2026-03-09,20854.969775427453,0.12662319680384826,0.12760281324320702,False,20861.101828291667
2026-03-11,20822.5,20798.0,20849.5,20872.92561874058,20795.153013365743,2026-03-10,20799.57743851548,-1.0734474046403193,0.9335405654445571,False,20792.846619680247
2026-03-12,20835.0,20803.0,20845.0,20850.87746392944,20781.06028186052,2026-03-11,20839.038078879454,-0.514634169448982,0.43941883316248864,False,20871.878971474176
2026-03-13,20903.0,20884.0,20918.5,20925.055993813177,20835.00631314891,2026-03-12,20888.961288623,-0.17537376677864813,0.13943320772400203,False,20904.490829377904
2026-03-14,20900.25,20872.25,20907.75,20910.11146795727,20838.30838717939,2026-03-13,20877.465611688167,0.902289394151012,0.8134733348578082,False,20850.994498411925
2026-03-15,20826.0,20808.5,20849.5,20880.357625971617,20804.190470722813,2026-03-14,20833.28879938702,-0.7414609624756849,0.6399868241120311,False,20816.80873370381
2026-03-16,20813.25,20774.75,20848.25,20848.692241854005,20744.38843874276,2026-03-15,20770.335071665348,2.234160804262501,1.9911594863247022,False,20783.19065087824
2026-03-17,20781.5,20770.0,20818.0,20857.867190538807,20766.871615718053,2026-03-16,20847.78232322297,-0.4452282126658247,0.37804771766869494,False,20862.240719293997
2026-03-18,20857.75,20848.25,20868.25,20883.945441100324,20837.470085234832,2026-03-17,20855.99614954769,-1.26011636694966,1.0985996320717204,False,20834.194338834983
2026-03-19,20850.5,20821.5,20879.0,20910.065317430177,20821.117382191667,2026-03-18,20889.86499033501,-0.06560592581809033,0.04237273687505707,False,20878.667346109585
