schema_version,agent_version,date,regime,directional_bias,permitted_structures,stand_down,size_multiplier,confidence,rationale,cited_evidence,playbook_notes
1.0,763dc021f9f9,2026-02-02,event_risk,neutral,[],True,0.0,medium,"Analogs decide and they say no-trade: majority_action=FLAT (best_action_counts.FLAT=9/15), share_both_books_red=0.53, and BOTH books' mean P&L negative (mean_pl_if_rotation=-131, mean_pl_if_momentum=-129) — the stand-down signature. No trend to ride: directional_streak_days=0, net_10d_pts=0.0, streak_imbal=0, shock_bars.count=0. High-impact ISM PMI (red_folder_today=1) resolves 10:00 ET today, layering event risk over an already coin-flip cohort. Neither book has an edge; stand down rather than guess half-size.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9', 'analog_block.share_both_books_red=0.53', 'analog_block.mean_pl_if_rotation=-131', 'analog_block.mean_pl_if_momentum=-129', 'regime_vector.red_folder_today=1', 'trailing_stats.directional_streak_days=0', 'shock_bars.count=0']","Fresh-eyes day, no inherited notes. Decision driven by analog_block (k=15): FLAT is majority best action (9), MOMENTUM 3, ROTATION 3; both books' mean P&L are near-zero-negative and share_both_books_red=0.53 — this is the request's textbook no-trade cohort, so stand_down over a half-size guess. Tape confirms nothing to fade or follow: directional_streak_days=0, net_10d_pts=0.0, streak_imbal=0, imbal_share_10/20=0.5, range_pctl_20=0.5, no shock bars. Gap_open_pts=-152.5 and overnight net -42.25 with 465.5 range show overnight churn, not a persistent one-way regime — no war. red_folder_today=1: high-impact ISM Manufacturing PMI at 10:00 ET is the day's dominant scheduled risk, reinforcing event_risk and a pre-resolution stand-down. Carry-forward rule for similar days: when analogs put FLAT as majority AND both books red, do not override on narrative alone — require a specific fresh shock (shock_bars, fresh red-folder cluster) the cohort lacks. None present today. Reassess after ISM prints; a clean directional break post-10:00 could justify continuation next session, but that is outside this pre-open verdict."
1.0,763dc021f9f9,2026-02-03,war,long,"['reversion', 'continuation']",False,0.5,medium,"War-class single-session volatility: net_5d_pts +343.25, shock_bars.count=8, range_pctl_20=0.9, price at window high (pct_off_window_high=-0.124) -> directional risk regime, bias long with trend. Analogs set the book: majority_action=FLAT, mean_pl_if_rotation=-102 (reversion loses), mean_pl_if_momentum=+59, share_both_books_red=0.4 -> no full-size edge, no both-red stand-down. Half-size, favor continuation, keep both (trap_rate_10=0.5 tempers it).","['analog_block.majority_action=FLAT', 'analog_block.mean_pl_if_rotation=-102', 'analog_block.mean_pl_if_momentum=59', 'analog_block.share_both_books_red=0.4', 'trailing_stats.net_5d_pts=343.25', 'shock_bars.count=8', 'regime_vector.range_pctl_20=0.9', 'trailing_stats.pct_off_window_high=-0.124']","2026-02-03 fresh read (no inherited notes). Tape: one explosive up session 02-02 (net +343.25, range 769.25), 8 shock bars (largest 93.75), overnight gap +108.5, range_pctl_20=0.9, price at window high. Reads war (directional risk), long bias, but directional_streak_days=1 so this is a single-day shock, not a matured multi-day trend; watch for exhaustion/fade. Analog cohort (k=15) is the deciding signal: majority_action=FLAT (7), MOMENTUM 5, ROTATION 3; mean_pl_if_rotation=-102, mean_pl_if_momentum=+59, share_both_books_red=0.4. Rotation/reversion book has negative expectancy here; momentum only marginally positive; 40% of analogs both red. Net: trade de-risked (0.5), not stand down (momentum edge is positive, not both-red). Favor continuation/long, but keep reversion permitted at reduced size because trap_rate_10=0.5 is elevated and no trailing evidence shows counter-trend bounces failing intraday. No red folder today (ISM was 02-02). If the move extends into a real multi-day streak, upgrade toward war-continuation full size; if it gaps back and fades, this was a trap."
1.0,763dc021f9f9,2026-02-04,event_risk,neutral,['reversion'],False,0.5,medium,"Two high-impact red folders today—NFP 08:15, ISM Services 10:00 (red_folder_today=2), cutoff 08:00—make this event_risk: half-size until events clear. Analogs say trade not stand-down: majority_action=ROTATION, mean_pl_if_rotation=90>momentum=67, share_both_books_red=0.33 -> reversion permitted. Tape rotational not war: directional_streak_days=1, whipsaw trailing (+343.25 then -455.25), net_5d=-112. Elevated trap_rate_10=0.5 + gap-and-fade make continuation suspect -> excluded. No streak, small gap -> neutral.","['calendar: Non-Farm Employment Change impact=high today=true when=2026-02-04T08:15', 'regime_vector.red_folder_today=2', 'analog_block.majority_action=ROTATION', 'analog_block.mean_pl_if_rotation=90 vs mean_pl_if_momentum=67', 'analog_block.share_both_books_red=0.33', 'trailing_stats.directional_streak_days=1', 'trailing_sessions.net_pts=+343.25 then -455.25', 'regime_vector.trap_rate_10=0.5']","[fresh-eyes; no inherited notes] 2026-02-04: NFP-morning event_risk (NFP 08:15 + ISM Services 10:00, cutoff 08:00 sits before both). Chose half-size + reversion-only over stand-down because the analog cohort clearly pays the rotation book (7 ROTATION / 6 FLAT / 2 MOMENTUM, mean_pl_if_rotation=90 > momentum=67, both-books-red only 0.33). Tape read = rotation, not war: no streak (1d), whipsaw trailing (+343.25 then -455.25), tiny net_5d/10d=-112, price near window low (pct_off_window_low=0.896). Continuation excluded on structure-specific evidence: trap_rate_10=0.5 elevated + gap-and-fade two-sided sessions. Bias neutral: gap only -27.5, no directional streak. Carry-forward rule: on red-folder mornings let the analog base rates—not the war-looking range_pctl_20=0.9 or 14 shock bars—decide the book; high range percentile here reflects event volatility, not a one-way trend. If a future NFP prints a genuine one-way shock the analogs lack, revisit permitting continuation with-trend."
1.0,763dc021f9f9,2026-02-05,balance,neutral,['reversion'],False,0.5,medium,"Analogs veto momentum: MOMENTUM won 0/15 with mean_pl_if_momentum=-243, so continuation is excluded. Rotation only barely paid (mean_pl_if_rotation=2) and FLAT is the majority_action (8 vs 7 ROTATION) with share_both_books_red=0.4 - a thin two-sided edge, not conviction that trading is wrong (rotation mean still positive), so de-risk rather than stand down. Tape reads balanced: streak_imbal=0, directional_streak_days=2, mixed trailing nets, red_folder_today=0, no high-impact event today. Half-size reversion, neutral bias.","['analog_block.best_action_counts.MOMENTUM=0', 'analog_block.mean_pl_if_momentum=-243', 'analog_block.mean_pl_if_rotation=2', 'analog_block.majority_action=FLAT', 'analog_block.share_both_books_red=0.4', 'regime_vector.streak_imbal=0', 'trailing_stats.directional_streak_days=2', 'regime_vector.red_folder_today=0']","Fresh-eyes day, no inherited notes. Book selection driven by analog_block (k=15): MOMENTUM 0 wins / mean -243 -> continuation book has no historical edge in this cohort; exclude it. ROTATION 7 wins / mean +2 vs FLAT 8 -> rotation edge is real but marginal, and share_both_books_red=0.4 means ~40% of analogs had both books red. That combination is a de-risk (0.5), not a full stand-down (rotation mean is positive, not negative for both books) and not full size (edge too thin). Tape context supports balance regime: day_type=balanced, streak_imbal=0, imbal_share_20=0.5, directional_streak_days=2, mixed trailing session directions (+343/-455/-271). Watch items NOT acted on: large down overnight gap (gap_vs_prior_close=-322.75) and price near window low (pct_off_window_low=0.04) hint at latent one-way risk, but streak_imbal=0 and analog momentum failure outweigh a lone-gap continuation read - reversion, not chase. Calendar today is medium-impact only (Unemployment Claims 08:30, JOLTS 10:00), no red folder, so no event_risk stand-down. If a future day shows streak_imbal>=2 with a positive mean_pl_if_momentum cohort, revisit permitting continuation."
1.0,763dc021f9f9,2026-02-06,war,neutral,[],True,0.0,medium,"Analog cohort (k=15) is a no-trade tape: majority_action=FLAT (8/15), both books' mean P&L negative (rotation -78, momentum -173), share_both_books_red=0.53 — direct evidence neither book pays days like today. Tape is war-regime (net_5d -1019.75, 3-day down streak, price near window low) but a fresh 356.75-pt counter-trend overnight gap plus 27 shock bars make direction untradeable. Standing down: conviction trading is wrong, not mere doubt.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts=FLAT:8,MOMENTUM:3,ROTATION:4', 'analog_block.share_both_books_red=0.53', 'analog_block.mean_pl_if_rotation=-78', 'analog_block.mean_pl_if_momentum=-173', 'trailing_stats.net_5d_pts=-1019.75', 'overnight.gap_vs_prior_close_pts=356.75', 'shock_bars.count=27']","[fresh-eyes: no inherited notes] 2026-02-06 Fri, stand-down. Rule applied: analog base rates decide the trade/stand-down cut. Cohort k=15 majority FLAT (8), both books mean-negative, 53% both-red -> no-trade, sized 0.0. Regime read = war (persistent down: streak 3, net_5d/10d -1019.75, price 1.54% off window low, large gaps, 27 shock bars, range_pctl 0.8) but the standout feature is a 356.75-pt overnight gap UP against a 3-day downtrend — a counter-trend shock that makes with-trend continuation and reversion both unreliable; analogs confirm neither paid. No red folder today (only medium UoM Sentiment 10:00 ET), so not clean event_risk, but shock-driven. Carry forward: when a war-tape coincides with a large counter-trend overnight gap AND the analog cohort is majority-FLAT/both-books-red, stand down rather than pick a book — do not fade or chase the gap on narrative alone. If a future briefing shows the gap holding with a fresh directional streak (streak_imbal rising) and analogs flipping to positive MOMENTUM/ROTATION, revisit for a with-trend size-0.5 take."
1.0,763dc021f9f9,2026-02-09,balance,neutral,"['reversion', 'continuation']",False,0.5,low,"Vector reads balance: day_type=balanced, streak_imbal=0, directional_streak_days=1, mixed trailing nets, price mid-window (net_5d=-328). Reversion's home field, but analogs dissent: majority_action=FLAT and share_both_books_red=0.53 flag a frequent no-trade; mean_pl_if_rotation=-99 vs mean_pl_if_momentum=110 says the reversion book paid poorly in this cohort while momentum modestly paid. Momentum mean positive, so not a clean stand-down; half-size, neutral, lean continuation over reversion if traded.","['regime_vector.day_type=balanced', 'regime_vector.streak_imbal=0', 'trailing_stats.directional_streak_days=1', 'trailing_stats.net_5d_pts=-328', 'analog_block.majority_action=FLAT', 'analog_block.share_both_books_red=0.53', 'analog_block.mean_pl_if_rotation=-99', 'analog_block.mean_pl_if_momentum=110']","Fresh-eyes day, no inherited notes. 2026-02-09 (Mon): L1 vector clearly balance (day_type=balanced, streak_imbal=0, streak_days=1, trap_rate=0.2, price centered ~3.56% off both extremes, red_folder=0). Trailing sessions volatile but mixed-direction (+343,-455,-271,-636,+692) with 730-982pt ranges and 34 shock bars: high volatility, NOT persistent one-way, so not war. Key tension: analog cohort (k=15) is majority FLAT (8/15) with share_both_books_red=0.53, a frequent no-trade signature, and rotation-book mean is negative (-99) while momentum is +110. So on balance-looking days like this the reversion book has historically underperformed; if forced to pick a book, continuation edges rotation. Chose half-size not stand-down because momentum mean stays positive: trading is low-edge, not clearly wrong. Carry forward: when the vector says balance but analogs show high both-books-red plus a negative rotation mean, de-risk and distrust reflexive reversion. Only UoM Consumer Sentiment (Feb 6, medium) on calendar, already past; nothing red today."
1.0,763dc021f9f9,2026-02-10,event_risk,neutral,[],True,0.0,medium,"Analog cohort resolves no-trade: majority_action FLAT (9/15), share_both_books_red 0.53, rotation book mean -95; momentum only +93, so neither book reliably pays days like today. Tape is balanced (streak_imbal 0, 2-day streak, mid-window) with no war continuation edge. A high-impact Core Retail Sales print lands 08:30 (red_folder_today 1) just after the 08:00 cutoff, so entry would be into unresolved event risk. This is conviction that trading is wrong, not mere doubt, so stand down.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9', 'analog_block.share_both_books_red=0.53', 'analog_block.mean_pl_if_rotation=-95', 'analog_block.mean_pl_if_momentum=93', 'regime_vector.red_folder_today=1', 'regime_vector.streak_imbal=0', 'trailing_stats.directional_streak_days=2']","Fresh-eyes start, no inherited notes. Rule applied: analog base rates lead book selection. Today the K=15 cohort is dominated by FLAT (9) with both books red on 53% of analogs and rotation mean negative (-95); momentum edge is marginal (+93) and rests on 3 days only, not enough to size into. Tape gives no offsetting trend signal: streak_imbal 0, directional_streak 2 days, price mid-window (2.6% off high, 4.5% off low), range_pctl 0.6, trap_rate 0.2 -> balanced, not war. Layered on top is a same-day high-impact Core Retail Sales release at 08:30 ET, after the 08:00 cutoff, so any pre-open commit is blind to the print. Stand-down chosen over half-size because the analogs supply conviction (majority FLAT + both-red>0.5), not just doubt. Carry-forward heuristics: (1) when majority_action=FLAT and share_both_books_red>0.5, prefer stand_down unless one book's mean P&L is clearly and durably positive across many analogs; (2) a lone high-impact data event pre-cutoff argues event_risk half-size at minimum, stand-down when analogs already say no-trade; (3) revisit if a future cohort shows one book paying well with low both-red share -> then size up rather than de-risk."
1.0,763dc021f9f9,2026-02-11,event_risk,neutral,"['reversion', 'continuation']",False,0.5,medium,"NFP today 08:30 ET (calendar Non-Farm Employment Change today=true; red_folder_today=1; named_high_today=1) -> event_risk, half-size not stand-down. Analogs: majority_action=ROTATION (R7/F5/M3), mean_pl_if_rotation=221 & mean_pl_if_momentum=182 both positive, share_both_books_red=0.33 -> day trades, rotation favored. Not war: streak_imbal=0, directional_streak_days=1, range_pctl_20=0.4, price mid-window (off_high=2.998). Reversion primary; continuation kept, no direct evidence to exclude. Neutral: overnight net_pts=-11.5.","['calendar.Non-Farm Employment Change.today=true', 'regime_vector.red_folder_today=1', 'analog_block.majority_action=ROTATION', 'analog_block.mean_pl_if_rotation=221', 'analog_block.mean_pl_if_momentum=182', 'analog_block.share_both_books_red=0.33', 'regime_vector.streak_imbal=0', 'trailing_stats.pct_off_window_high=2.998']","Fresh-start notes (no inherited). 2026-02-11: NFP morning - event_risk overrides an otherwise-benign tape. Held size at 0.5 despite constructive analogs because the cohort (dist mostly ~12.6; only nearest 2026-02-10 at 2.18) does NOT include a same-day major red-folder release; event uncertainty is a today-specific feature the analogs lack, so de-risk rather than trade full. Book selection: analogs clearly favor ROTATION (7/15; rotation mean +221 > momentum +182; both positive), consistent with a non-war tape (streak_imbal=0, 1d streak, mid-window, trap_rate_10=0.2 low). Reversion is the primary structure; kept continuation because no structure-specific evidence excludes it, but it is suspect into/after the print. share_both_books_red=0.33 is low enough to trade. shock_bars count=43 is trailing-window noise (largest 02-06), not a fresh overnight shock - overnight range 199.25, net only -11.5. Carry forward: on high-impact red-folder mornings, default 0.5 + reversion-lean when the analog rotation base rate is positive; escalate to stand_down only if both-books-red share is high or a fresh outsized overnight shock appears."
1.0,763dc021f9f9,2026-02-12,balance,neutral,[],True,0.0,medium,"Analog cohort (k=15) resolves FLAT-plurality (best_action_counts.FLAT=6) with BOTH books negative mean (mean_pl_if_rotation=-93, mean_pl_if_momentum=-135) and majority_action=FLAT — the v0.4 no-trade signature: neither book shows an edge in look-alike days. Tape reads balance, not war: directional_streak_days=1, streak_imbal=1, mixed nets (net_5d=+177, net_10d=-206), mid-window price. No red-folder today (red_folder_today=0; only medium claims). No paying edge, so stand down rather than half-size a coin-flip.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=6', 'analog_block.mean_pl_if_rotation=-93', 'analog_block.mean_pl_if_momentum=-135', 'trailing_stats.directional_streak_days=1', 'regime_vector.streak_imbal=1', 'trailing_stats.net_5d_pts=177.0', 'regime_vector.red_folder_today=0']","[fresh brief — no inherited notes] 2026-02-12: Stand-down is analog-driven, not tape alone. Cohort of 15 nearest days: FLAT 6 / MOMENTUM 5 / ROTATION 4; majority_action=FLAT; mean P&L negative for both books (rot -93, mom -135); share_both_books_red=0.33. That is the v0.4 no-trade signature — neither book has a demonstrated edge in look-alike days, so a half-size guess would be a coin-flip. Tape itself is choppy two-sided balance: trailing nets alternate hard (+343,-455,-271,-636,+691, then calmer +208,-106,+20), directional_streak_days=1, streak_imbal=1, imbal_share_20=0.45 (moderate), price mid-window (2.6% off high, 4.6% off low). Not war (no multi-day one-way streak, no big one-way net). Not clean event_risk (red_folder_today=0; only medium Unemployment Claims 08:30). Volatility flags to watch, not act on: shock_bars count=45 but concentrated early (largest 02-06 132pt), overnight gap 78pt/net 68pt. Rule cuts both ways: if a future look-alike cohort shows ONE book with clearly positive analog mean, size that book up. Today neither does -> flat."
1.0,763dc021f9f9,2026-02-13,event_risk,neutral,['reversion'],False,0.5,medium,"CPI prints today (calendar CPI impact=high today=true; red_folder_today=1) at 08:30 ET, a fresh event the near-neighbor analogs don't fully share, so event_risk half-size until it resolves. Analogs still favor the rotation/reversion book: majority_action=ROTATION, mean_pl_if_rotation=65 vs mean_pl_if_momentum=-117, so continuation is excluded (momentum-negative cohort, trap_rate_10=0.3, overnight gap_vs_prior_close=-126.5 pts prone to fade). share_both_books_red=0.27 is low, so this is not a stand-down: half-size reversion, neutral bias into the number.","['calendar.CPI.today=true', 'calendar.CPI.impact=high', 'regime_vector.red_folder_today=1', 'analog_block.majority_action=ROTATION', 'analog_block.mean_pl_if_rotation=65', 'analog_block.mean_pl_if_momentum=-117', 'analog_block.share_both_books_red=0.27', 'overnight.gap_vs_prior_close_pts=-126.5']","Fresh-eyes start (no inherited notes). 2026-02-13 is a CPI Friday: red_folder_today=1, calendar CPI high-impact at 08:30 ET, cutoff 08:00 — treat as event_risk, half-size until the print resolves. Book selection driven by analog_block, not narrative: 15-analog cohort has majority_action=ROTATION (counts ROTATION 7 / FLAT 5 / MOMENTUM 3), mean_pl_if_rotation=+65 vs mean_pl_if_momentum=-117 — the rotation/reversion book is the historical payer, momentum bleeds. Two nearest neighbors (dist 2.24 = 02-11 FLAT, 3.06 = 02-10 ROTATION) are recent same-tape days; rest are far (dist ~11.5). Excluded continuation on cohort momentum-negativity plus trap_rate_10=0.3 and a -126.5pt overnight down-gap that reversion cohorts tend to fade. Did NOT stand down: share_both_books_red=0.27 is low, so both-books-red is not the base case. streak_imbal=2 and imbal_share_10/20=0.5 show mild imbalance but directional_streak_days=1 and net_5d=+346.5 vs net_10d=-673.25 are choppy, not one-way war. 46 shock bars (largest 109pt on 02-09) reflect a volatile week — keep size disciplined. CARRY FORWARD: on future CPI/NFP/FOMC mornings, default event_risk half-size and let analog base rates pick rotation-vs-momentum; only up-size or flip to momentum on a specific briefing feature the cohort lacks."
