Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1687,Entry short,2025-03-18 04:05,S @ 19692,19692.25,1,393845,-300,-0.08,10,0,0.00,-295,-0.07,-11120,-1.11,1
1688,Exit short,2025-03-21 00:46,xS,19918,1,398225,-145,-0.04,10,0,0.00,-140,-0.04,-11265,-1.13,1
1688,Entry short,2025-03-21 00:45,S @ 19911,19911.25,1,398225,-145,-0.04,10,0,0.00,-140,-0.04,-11265,-1.13,1
1689,Exit long,2025-03-21 00:53,xL,19923.25,1,398205,250,0.06,10,255,0.06,-165,-0.04,-11015,-1.10,1
1689,Entry long,2025-03-21 00:52,L @ 19911,19910.25,1,398205,250,0.06,10,255,0.06,-165,-0.04,-11015,-1.10,1
1690,Exit short,2025-03-21 00:56,xS,19918.75,1,398225,-160,-0.04,10,0,0.00,-155,-0.04,-11175,-1.12,0
1690,Entry short,2025-03-21 00:56,S @ 19911,19911.25,1,398225,-160,-0.04,10,0,0.00,-155,-0.04,-11175,-1.12,0
1691,Exit long,2025-03-21 03:28,xL,19905,1,398215,-125,-0.03,10,75,0.02,-120,-0.03,-11300,-1.13,1
1691,Entry long,2025-03-21 03:27,L @ 19911,19910.75,1,398215,-125,-0.03,10,75,0.02,-120,-0.03,-11300,-1.13,1
1692,Exit long,2025-03-21 03:40,xL,19903.5,1,398215,-155,-0.04,10,0,0.00,-150,-0.04,-11455,-1.15,0
1692,Entry long,2025-03-21 03:40,L @ 19911,19910.75,1,398215,-155,-0.04,10,0,0.00,-150,-0.04,-11455,-1.15,0
1693,Exit short,2025-03-21 03:55,xS,19902.75,1,398225,160,0.04,10,165,0.04,-35,-0.01,-11295,-1.13,0
1693,Entry short,2025-03-21 03:55,S @ 19911,19911.25,1,398225,160,0.04,10,165,0.04,-35,-0.01,-11295,-1.13,0
1694,Exit long,2025-03-21 04:14,xL,19922.75,1,398215,230,0.06,10,235,0.06,-70,-0.02,-11065,-1.11,1
1694,Entry long,2025-03-21 04:13,L @ 19911,19910.75,1,398215,230,0.06,10,235,0.06,-70,-0.02,-11065,-1.11,1
1695,Exit short,2025-03-21 04:21,xS,19893.5,1,398225,345,0.09,10,350,0.09,-55,-0.01,-10720,-1.07,2
