ts,tf,direction,kind,pattern,htf_flag,entry_ref,stop_ref,wick_low,wick_high,cluster_center,confluence_count,cluster_types,vwap_touched,ob_mid,ob_stop,close
2026-02-02T07:54:00-05:00,2min,short,displacement,B,counter_trend,25493.55,25508.5,25505.25,25508.5,25498.0245,2,"['bb', 'vwap']",True,,,25493.25
2026-02-02T07:57:00-05:00,3min,short,rejection_block,A,counter_trend,25495.5625,25498.75,25495.5,25498.75,25499.1315,2,"['bb', 'vwap']",False,25507.75,25527.25,25495.5
2026-02-02T07:58:00-05:00,2min,short,rejection_block,A,counter_trend,25495.5625,25498.75,25494.5,25498.75,25499.1744,2,"['bb', 'vwap']",False,25491.25,25498.75,25483.75
2026-02-02T08:00:00-05:00,5min,short,rejection_block,A,counter_trend,25497.3375,25498.75,25496.75,25498.75,25503.2563,2,"['bb', 'vwap']",False,25500.0,25524.25,25487.75
2026-02-02T08:12:00-05:00,3min,short,rejection_block,A,counter_trend,25496.45,25497.5,25492.0,25497.5,25499.6817,2,"['bb', 'vwap']",False,25477.5,25497.5,25492.0
2026-02-02T08:15:00-05:00,5min,short,rejection_block,A,counter_trend,25495.0125,25497.5,25492.5,25497.5,25499.5228,2,"['bb', 'vwap']",False,25477.5,25497.5,25492.5
2026-02-02T08:16:00-05:00,2min,short,rejection_block,A,counter_trend,25493.9875,25501.75,25488.25,25501.75,25499.2047,2,"['bb', 'vwap']",False,25488.0,25501.75,25488.25
2026-02-02T08:24:00-05:00,3min,short,rejection_block,A,counter_trend,25497.45,25500.5,25494.25,25500.5,25500.9721,2,"['bb', 'vwap']",False,25487.75,25500.5,25494.25
2026-02-02T08:25:00-05:00,5min,short,rejection_block,A,counter_trend,25497.45,25500.5,25484.25,25500.5,25501.0035,2,"['bb', 'vwap']",False,25487.375,25500.5,25484.25
2026-02-02T08:32:00-05:00,2min,long,rejection_block,B2,with_trend,25484.65,25476.5,25476.5,25476.75,25480.7952,2,"['bb', 'ote']",False,25483.875,25474.25,25485.25
2026-02-02T08:33:00-05:00,3min,short,rejection_block,A,counter_trend,25475.298,25493.5,25476.75,25493.5,25480.5368,2,"['bb', 'ote']",False,25483.75,25500.5,25468.25
2026-02-02T08:34:00-05:00,2min,short,displacement,B,counter_trend,25475.298,25490.0,25484.0,25490.0,25479.5827,2,"['bb', 'ote']",False,25476.375,25493.5,25460.75
2026-02-02T08:35:00-05:00,5min,short,rejection_block,A,counter_trend,25475.298,25493.5,25476.75,25493.5,25479.0952,2,"['bb', 'ote']",False,25479.125,25500.5,25463.25
2026-02-02T08:39:00-05:00,3min,long,displacement,B,with_trend,25478.8375,25461.0,25461.0,25461.75,25477.6285,2,"['bb', 'ote']",False,25470.5,25457.75,25481.0
2026-02-02T08:40:00-05:00,5min,long,displacement,B,with_trend,25479.3,25457.75,25457.75,25462.0,25477.7577,2,"['bb', 'ote']",False,25475.625,25457.75,25486.25
2026-02-02T08:42:00-05:00,3min,long,rejection_block,B2,with_trend,25479.6375,25476.75,25476.75,25481.0,25478.0952,2,"['bb', 'ote']",False,25472.875,25457.75,25483.5
2026-02-02T08:45:00-05:00,5min,long,displacement,B,with_trend,25491.625,25480.25,25480.25,25485.75,25493.9692,2,"['bb', 'ote']",False,25476.25,25457.75,25494.75
2026-02-02T08:50:00-05:00,5min,short,rejection_block,A,counter_trend,25500.0325,25509.5,25499.75,25509.5,25504.157,2,"['ote', 'vwap']",True,25494.875,25509.5,25499.75
2026-02-02T08:51:00-05:00,3min,long,displacement,B,with_trend,25506.2981,25497.5,25497.5,25498.0,25504.1873,2,"['ote', 'vwap']",True,,,25506.5
2026-02-02T08:54:00-05:00,3min,long,rejection_block,B2,with_trend,25506.5714,25499.0,25499.0,25506.0,25504.2784,2,"['ote', 'vwap']",True,,,25514.75
2026-02-02T08:55:00-05:00,5min,long,displacement,B,with_trend,25512.0025,25499.0,25499.0,25500.5,25508.3229,2,"['ote', 'vwap']",True,,,25519.0
2026-02-02T09:32:00-05:00,2min,long,rejection_block,A,with_trend,25542.1875,25539.75,25539.75,25542.5,25537.8839,2,"['bb', 'vwap']",True,25577.75,25520.25,25631.5
2026-02-02T09:33:00-05:00,3min,long,rejection_block,A,with_trend,25547.3625,25539.75,25539.75,25542.5,25542.2269,2,"['bb', 'vwap']",True,25595.875,25523.0,25635.75
2026-02-02T09:35:00-05:00,5min,long,displacement,B,with_trend,25549.8345,25539.75,25539.75,25542.5,25546.286,2,"['bb', 'vwap']",True,25600.0,25531.25,25637.5
2026-02-02T10:03:00-05:00,1min,long,rejection_block,B2,with_trend,25759.6448,25750.5,25750.5,25754.25,25756.0349,2,"['bb', 'vwap']",True,25760.625,25733.0,25775.25
2026-02-02T10:05:00-05:00,5min,long,displacement,B,with_trend,25763.5505,25733.0,25733.0,25746.75,25761.6503,2,"['bb', 'vwap']",True,25763.25,25728.5,25797.0
2026-02-02T10:44:00-05:00,2min,long,rejection_block,B2,with_trend,25870.625,25863.25,25863.25,25871.5,25865.7921,2,"['poc', 'vwap']",False,25884.75,25863.25,25871.5
2026-02-02T10:45:00-05:00,5min,long,rejection_block,B2,with_trend,25870.625,25863.25,25863.25,25874.0,25866.0585,2,"['poc', 'vwap']",False,25884.75,25863.25,25874.0
2026-02-02T10:48:00-05:00,3min,short,displacement,B,counter_trend,25863.1387,25875.25,25874.25,25875.25,25866.8818,2,"['poc', 'vwap']",True,25877.375,25898.75,25860.0
2026-02-02T10:49:00-05:00,1min,short,rejection_block,A,counter_trend,25863.5607,25867.0,25859.5,25867.0,25867.0928,2,"['poc', 'vwap']",True,,,25856.25
2026-02-02T10:50:00-05:00,5min,short,displacement,B,counter_trend,25864.1487,25875.25,25874.25,25875.25,25869.4787,3,"['bb', 'poc', 'vwap']",True,25875.25,25906.5,25845.0
2026-02-02T10:51:00-05:00,3min,short,rejection_block,A,counter_trend,25865.1079,25867.0,25859.75,25867.0,25869.9276,3,"['bb', 'poc', 'vwap']",True,,,25859.75
2026-02-02T10:54:00-05:00,3min,short,rejection_block,A,counter_trend,25866.9097,25873.25,25863.0,25873.25,25869.9866,3,"['bb', 'poc', 'vwap']",True,25855.375,25873.25,25863.0
2026-02-02T10:55:00-05:00,5min,short,rejection_block,A,counter_trend,25867.3198,25873.25,25857.75,25873.25,25869.8233,3,"['bb', 'poc', 'vwap']",True,25872.0,25906.5,25857.75
2026-02-02T10:56:00-05:00,2min,short,rejection_block,A,counter_trend,25867.6678,25870.75,25863.5,25870.75,25871.3513,3,"['bb', 'poc', 'vwap']",True,25854.25,25871.0,25846.25
2026-02-02T10:57:00-05:00,3min,short,rejection_block,A,counter_trend,25867.9866,25870.75,25863.5,25870.75,25870.8904,3,"['bb', 'poc', 'vwap']",True,25849.75,25873.25,25827.25
2026-02-03T07:45:00-05:00,5min,short,rejection_block,B2,with_trend,25985.4875,25991.0,25989.5,25991.0,25989.3319,2,"['bb', 'vwap']",False,25988.5,25994.75,25984.5
2026-02-03T07:51:00-05:00,3min,short,rejection_block,B2,with_trend,25987.875,25996.25,25989.75,25996.25,25990.6304,2,"['bb', 'vwap']",True,25989.375,25996.25,25987.75
2026-02-03T07:52:00-05:00,2min,short,rejection_block,B2,with_trend,25987.8,25996.25,25991.5,25996.25,25990.5992,2,"['bb', 'vwap']",True,25989.5,25996.25,25983.5
2026-02-03T07:53:00-05:00,1min,long,rejection_block,A,counter_trend,25980.75,25980.75,25980.75,25982.75,25978.2595,2,"['bb', 'ote']",False,25984.625,25980.75,25986.5
2026-02-03T07:54:00-05:00,3min,long,rejection_block,A,counter_trend,25981.775,25980.75,25980.75,25984.5,25978.772,2,"['bb', 'ote']",False,25988.5,25980.75,25984.5
2026-02-03T07:55:00-05:00,5min,long,rejection_block,A,counter_trend,25981.775,25980.75,25980.75,25982.75,25978.772,2,"['bb', 'ote']",True,25988.5,25980.75,25982.75
2026-02-03T07:56:00-05:00,2min,long,rejection_block,A,counter_trend,25982.7125,25979.25,25979.25,25985.0,25979.2408,2,"['bb', 'ote']",False,25987.75,25979.25,25985.0
2026-02-03T07:57:00-05:00,3min,long,rejection_block,A,counter_trend,25982.7125,25979.25,25979.25,25983.0,25979.2408,2,"['bb', 'ote']",False,25983.875,25979.25,25983.0
2026-02-03T07:58:00-05:00,2min,short,rejection_block,B2,with_trend,25986.4375,25986.5,25985.25,25986.5,25989.9494,2,"['bb', 'vwap']",False,25983.625,25987.25,25983.5
2026-02-03T07:59:00-05:00,1min,short,rejection_block,B2,with_trend,25986.125,25987.0,25983.25,25987.0,25989.8027,2,"['bb', 'vwap']",False,25983.75,25987.0,25983.25
2026-02-03T08:06:00-05:00,3min,long,rejection_block,A,counter_trend,25984.925,25978.75,25978.75,25979.75,25980.0105,2,"['bb', 'ote']",False,25981.75,25976.75,25986.25
2026-02-03T08:07:00-05:00,1min,long,rejection_block,A,counter_trend,25985.625,25985.0,25985.0,25987.0,25981.5079,3,"['bb', 'ote', 'poc']",True,25987.125,25979.0,25994.75
2026-02-03T08:08:00-05:00,2min,long,rejection_block,A,counter_trend,25985.625,25985.0,25985.0,25987.0,25981.5673,3,"['bb', 'ote', 'poc']",True,,,25994.0
2026-02-03T08:09:00-05:00,3min,long,rejection_block,A,counter_trend,25985.625,25985.0,25985.0,25987.0,25980.8272,3,"['bb', 'ote', 'poc']",True,25987.0,25976.75,25993.0
2026-02-03T08:10:00-05:00,5min,long,displacement,B,counter_trend,25993.7964,25980.0,25980.0,25982.25,25989.0238,2,"['bb', 'vwap']",True,25988.0,25978.0,25997.5
2026-02-03T08:12:00-05:00,3min,long,rejection_block,A,counter_trend,25993.9836,25988.25,25988.25,25993.25,25989.7654,2,"['bb', 'vwap']",True,25989.25,25976.75,25999.75
2026-02-03T08:15:00-05:00,3min,short,displacement,B,with_trend,25989.125,26003.5,25999.25,26003.5,25990.5864,2,"['bb', 'vwap']",True,25995.875,26003.5,25989.0
2026-02-03T08:17:00-05:00,1min,long,rejection_block,A,counter_trend,25994.2655,25990.75,25990.75,25991.5,25990.9843,2,"['bb', 'vwap']",True,25993.125,25988.5,25994.75
2026-02-03T08:18:00-05:00,1min,short,displacement,B,with_trend,25990.325,25995.75,25995.5,25995.75,25991.0687,2,"['bb', 'vwap']",True,25993.5,25997.75,25989.5
2026-02-03T08:19:00-05:00,1min,long,rejection_block,A,counter_trend,25994.3284,25991.5,25991.5,25991.75,25991.3345,2,"['bb', 'vwap']",True,25993.875,25989.25,25998.5
2026-02-03T08:20:00-05:00,5min,long,rejection_block,A,counter_trend,25994.3596,25987.75,25987.75,25989.5,25991.6699,2,"['bb', 'vwap']",True,25995.625,25987.75,25995.25
2026-02-03T08:21:00-05:00,1min,short,displacement,B,with_trend,25988.8875,25995.25,25994.25,25995.25,25990.3611,2,"['bb', 'vwap']",True,25993.5,25998.5,25988.5
2026-02-03T08:22:00-05:00,2min,short,displacement,B,with_trend,25986.15,25995.25,25994.25,25995.25,25990.3245,2,"['bb', 'vwap']",True,25990.375,25998.75,25983.25
2026-02-03T08:23:00-05:00,1min,short,rejection_block,B2,with_trend,25986.15,25987.0,25982.0,25987.0,25990.3217,2,"['bb', 'vwap']",False,,,25980.0
2026-02-03T08:24:00-05:00,2min,short,rejection_block,B2,with_trend,25986.7125,25987.0,25982.0,25987.0,25990.3899,2,"['bb', 'vwap']",False,25987.25,25998.75,25980.75
2026-02-03T08:25:00-05:00,5min,short,displacement,B,with_trend,25985.625,25995.25,25994.25,25995.25,25989.3667,3,"['bb', 'poc', 'vwap']",True,25987.25,25998.75,25976.25
2026-02-03T08:27:00-05:00,3min,long,displacement,B,counter_trend,25991.0125,25976.0,25976.0,25979.5,25989.3387,3,"['bb', 'poc', 'vwap']",True,25985.5,25975.75,25992.25
2026-02-03T08:28:00-05:00,2min,long,displacement,B,counter_trend,25990.925,25979.75,25979.75,25980.25,25989.3599,3,"['bb', 'poc', 'vwap']",True,25985.5,25975.75,25992.25
2026-02-03T08:30:00-05:00,5min,long,displacement,B,counter_trend,25990.575,25977.0,25977.0,25977.0,25990.2803,2,"['bb', 'vwap']",True,25985.5,25975.75,25991.5
2026-02-03T08:31:00-05:00,1min,short,displacement,B,with_trend,25987.7125,25993.0,25991.5,25993.0,25990.1329,2,"['bb', 'vwap']",False,,,25985.0
2026-02-03T08:32:00-05:00,2min,short,displacement,B,with_trend,25987.7125,25993.0,25991.5,25993.0,25990.0052,2,"['bb', 'vwap']",False,25987.5,25995.25,25986.25
2026-02-03T08:33:00-05:00,3min,long,rejection_block,A,counter_trend,25985.625,25983.75,25983.75,25991.5,25981.2812,2,"['bb', 'poc']",True,25990.125,25983.75,25996.25
2026-02-03T08:34:00-05:00,1min,short,displacement,B,with_trend,25987.9625,25999.5,25997.0,25999.5,25989.0604,3,"['bb', 'poc', 'vwap']",True,25991.625,25999.5,25986.75
2026-02-03T08:35:00-05:00,5min,long,rejection_block,A,counter_trend,25988.625,25982.5,25982.5,25991.5,25985.9425,2,"['bb', 'poc']",True,25987.625,25975.75,25992.25
2026-02-03T08:36:00-05:00,3min,short,displacement,B,with_trend,25985.625,25999.5,25997.0,25999.5,25985.69,2,"['bb', 'poc']",True,25988.5,25999.5,25979.25
2026-02-03T08:41:00-05:00,1min,short,rejection_block,B2,with_trend,25980.9,25986.25,25984.5,25986.25,25985.3625,2,"['bb', 'poc']",False,25981.125,25986.25,25976.5
2026-02-03T08:42:00-05:00,3min,long,rejection_block,A,counter_trend,25975.769,25972.25,25972.25,25978.25,25971.1178,2,"['ote', 'vwap']",False,25985.875,25972.25,25978.25
2026-02-03T08:44:00-05:00,2min,long,rejection_block,A,counter_trend,25975.769,25974.75,25974.75,25976.25,25971.1243,2,"['ote', 'vwap']",False,25979.25,25972.25,25976.25
2026-02-03T08:45:00-05:00,5min,short,displacement,B,range,25982.9625,25986.25,25984.5,25986.25,25985.345,2,"['bb', 'poc']",False,25985.875,25999.5,25975.5
2026-02-03T08:46:00-05:00,2min,long,rejection_block,unclassified,range,25972.94,25972.25,25972.25,25977.25,25970.0943,2,"['ote', 'vwap']",False,25976.125,25972.25,25978.25
2026-02-03T08:50:00-05:00,5min,short,rejection_block,unclassified,range,25981.5375,25982.75,25980.25,25982.75,25984.53,2,"['bb', 'poc']",False,25986.25,25999.5,25980.25
2026-02-03T08:51:00-05:00,3min,short,rejection_block,unclassified,range,25978.375,25981.75,25978.0,25981.75,25982.7775,2,"['bb', 'poc']",False,25976.25,25982.75,25971.25
2026-02-03T08:54:00-05:00,3min,long,rejection_block,unclassified,range,25972.94,25967.0,25967.0,25970.5,25970.1619,2,"['ote', 'vwap']",True,25974.375,25967.0,25973.0
2026-02-03T08:57:00-05:00,3min,short,rejection_block,unclassified,range,25967.4035,25976.0,25973.0,25976.0,25972.1103,3,"['bb', 'ote', 'vwap']",True,25970.875,25976.0,25967.25
2026-02-03T08:58:00-05:00,2min,short,displacement,B,range,25967.3969,25976.0,25974.25,25976.0,25971.7831,3,"['bb', 'ote', 'vwap']",True,25968.75,25976.0,25962.5
