day,fill_ts,exit_ts,direction,entry,stop_initial,exit_price,exit_reason,r_multiple,dollars,win,pattern,risk_pts
2026-03-19,2026-03-19T09:43:00-04:00,2026-03-19T15:05:00-04:00,long,24433.75,24375.0,24610.5,target,3.0085,1762.5,True,A,58.75
2026-03-20,2026-03-20T09:45:00-04:00,2026-03-20T09:46:00-04:00,long,24454.5,24418.25,24418.0,stop,-1.0069,-735.0,False,B,36.25
2026-03-20,2026-03-20T09:48:00-04:00,2026-03-20T15:36:00-04:00,short,24433.5,24466.75,24002.5,target,12.9624,8615.0,True,B,33.25
2026-03-23,2026-03-23T09:41:00-04:00,2026-03-23T11:52:00-04:00,long,24516.25,24444.5,24444.25,stop,-1.0035,-725.0,False,B,71.75
2026-03-24,2026-03-24T09:41:00-04:00,2026-03-24T10:52:00-04:00,short,24177.5,24313.75,24314.0,stop,-1.0018,-1370.0,False,B,136.25
2026-03-25,2026-03-25T09:51:00-04:00,2026-03-25T10:20:00-04:00,short,24379.5,24467.0,24467.25,stop,-1.0029,-882.5,False,B,87.5
2026-03-26,2026-03-26T09:45:00-04:00,2026-03-26T09:54:00-04:00,long,24157.25,24086.75,24229.5,target,1.0248,717.5,True,B,70.5
2026-03-26,2026-03-26T10:01:00-04:00,2026-03-26T10:43:00-04:00,long,24212.5,24139.0,24138.75,stop,-1.0034,-742.5,False,A,73.5
2026-03-27,2026-03-27T09:49:00-04:00,2026-03-27T09:50:00-04:00,long,23640.0,23588.75,23588.5,stop,-1.0049,-520.0,False,B,51.25
2026-03-27,2026-03-27T10:13:00-04:00,2026-03-27T10:28:00-04:00,long,23531.75,23480.0,23479.75,stop,-1.0048,-525.0,False,B,51.75
2026-03-31,2026-03-31T09:41:00-04:00,2026-03-31T09:59:00-04:00,long,23453.75,23401.75,23571.5,target,2.2644,1172.5,True,B2,52.0
2026-03-31,2026-03-31T10:07:00-04:00,2026-03-31T10:18:00-04:00,short,23528.25,23565.25,23565.5,stop,-1.0068,-750.0,False,B,37.0
2026-04-01,2026-04-01T09:45:00-04:00,2026-04-01T10:08:00-04:00,short,24093.75,24176.0,24177.0,stop,-1.0122,-837.5,False,B,82.25
2026-04-01,2026-04-01T10:09:00-04:00,2026-04-01T10:39:00-04:00,long,24167.75,24121.0,24243.5,target,1.6203,752.5,True,B2,46.75
2026-04-02,2026-04-02T09:41:00-04:00,2026-04-02T09:47:00-04:00,short,23693.0,23788.25,23788.5,stop,-1.0026,-960.0,False,B,95.25
2026-04-02,2026-04-02T09:48:00-04:00,2026-04-02T09:58:00-04:00,long,23777.5,23743.5,23877.5,target,2.9412,1995.0,True,B,34.0
2026-04-06,2026-04-06T09:43:00-04:00,2026-04-06T10:00:00-04:00,long,24326.0,24264.0,24439.0,target,1.8226,1125.0,True,B,62.0
2026-04-06,2026-04-06T10:03:00-04:00,2026-04-06T11:33:00-04:00,short,24355.75,24403.25,24261.5,target,1.9842,937.5,True,B,47.5
2026-04-07,2026-04-07T09:41:00-04:00,2026-04-07T11:00:00-04:00,short,24199.5,24264.0,23984.0,target,3.3411,2150.0,True,B2,64.5
2026-04-08,2026-04-08T09:49:00-04:00,2026-04-08T09:51:00-04:00,long,25146.75,25097.25,25097.0,stop,-1.0051,-502.5,False,B,49.5
2026-04-08,2026-04-08T09:52:00-04:00,2026-04-08T12:55:00-04:00,short,25086.25,25153.5,25153.75,stop,-1.0037,-680.0,False,B,67.25
2026-04-09,2026-04-09T09:43:00-04:00,2026-04-09T09:51:00-04:00,long,25085.5,25043.0,25042.75,stop,-1.0059,-432.5,False,B2,42.5
2026-04-09,2026-04-09T09:52:00-04:00,2026-04-09T10:18:00-04:00,short,25037.0,25084.5,24983.0,target,1.1368,535.0,True,B,47.5
2026-04-10,2026-04-10T09:45:00-04:00,2026-04-10T09:45:00-04:00,short,25323.5,25336.75,25337.75,stop,-1.0755,-290.0,False,B,13.25
2026-04-10,2026-04-10T09:46:00-04:00,2026-04-10T09:50:00-04:00,long,25334.25,25303.25,25302.25,stop,-1.0323,-645.0,False,B2,31.0
2026-04-13,2026-04-13T09:41:00-04:00,2026-04-13T09:45:00-04:00,long,25191.75,25174.0,25173.75,stop,-1.0141,-365.0,False,A,17.75
2026-04-13,2026-04-13T09:47:00-04:00,2026-04-13T09:48:00-04:00,short,25178.0,25203.5,25203.75,stop,-1.0098,-520.0,False,B,25.5
2026-04-14,2026-04-14T09:56:00-04:00,2026-04-14T10:11:00-04:00,short,25732.5,25762.0,25762.25,stop,-1.0085,-600.0,False,A,29.5
2026-04-15,2026-04-15T09:45:00-04:00,2026-04-15T09:48:00-04:00,short,25989.75,26049.5,26049.75,stop,-1.0042,-605.0,False,B,59.75
2026-04-16,2026-04-16T09:52:00-04:00,2026-04-16T10:13:00-04:00,short,26332.5,26385.25,26385.5,stop,-1.0047,-535.0,False,B,52.75
2026-04-17,2026-04-17T09:49:00-04:00,2026-04-17T09:51:00-04:00,short,26679.75,26719.25,26719.5,stop,-1.0063,-800.0,False,B,39.5
2026-04-20,2026-04-20T09:41:00-04:00,2026-04-20T11:06:00-04:00,short,26749.75,26816.25,26581.25,target,2.5338,1680.0,True,B,66.5
2026-04-21,2026-04-21T09:46:00-04:00,2026-04-21T10:00:00-04:00,long,26755.5,26732.75,26849.75,target,4.1429,1880.0,True,B,22.75
2026-04-22,2026-04-22T09:50:00-04:00,2026-04-22T10:00:00-04:00,short,26837.75,26868.0,26868.25,stop,-1.0083,-615.0,False,B,30.25
2026-04-23,2026-04-23T09:43:00-04:00,2026-04-23T09:56:00-04:00,long,27055.75,27033.0,27032.0,stop,-1.044,-480.0,False,B2,22.75
2026-04-23,2026-04-23T09:57:00-04:00,2026-04-23T10:53:00-04:00,short,27034.75,27072.75,27073.0,stop,-1.0066,-770.0,False,B,38.0
2026-04-24,2026-04-24T09:41:00-04:00,2026-04-24T09:44:00-04:00,long,27248.5,27201.5,27201.25,stop,-1.0053,-477.5,False,B,47.0
2026-04-24,2026-04-24T09:45:00-04:00,2026-04-24T10:12:00-04:00,short,27215.0,27260.0,27261.0,stop,-1.0222,-465.0,False,B,45.0
2026-04-27,2026-04-27T09:41:00-04:00,2026-04-27T09:47:00-04:00,short,27380.75,27413.25,27346.75,target,1.0462,675.0,True,A,32.5
2026-04-27,2026-04-27T09:51:00-04:00,2026-04-27T09:54:00-04:00,short,27324.25,27375.25,27375.5,stop,-1.0049,-517.5,False,A,51.0
2026-04-28,2026-04-28T09:59:00-04:00,2026-04-28T10:24:00-04:00,long,27207.5,27159.0,27158.75,stop,-1.0052,-492.5,False,B,48.5
2026-04-29,2026-04-29T09:44:00-04:00,2026-04-29T09:44:00-04:00,long,27176.75,27176.5,27176.25,stop,-2.0,-15.0,False,B,0.25
2026-04-30,2026-04-30T09:48:00-04:00,2026-04-30T10:16:00-04:00,short,27322.5,27365.25,27187.75,target,3.152,1342.5,True,A,42.75
2026-05-04,2026-05-04T10:06:00-04:00,2026-05-04T10:12:00-04:00,short,27876.25,27900.0,27901.0,stop,-1.0421,-500.0,False,B,23.75
2026-05-05,2026-05-05T10:03:00-04:00,2026-05-05T10:13:00-04:00,long,28088.75,28068.0,28067.0,stop,-1.0482,-440.0,False,B,20.75
2026-05-06,2026-05-06T09:41:00-04:00,2026-05-06T10:06:00-04:00,long,28440.75,28395.5,28395.25,stop,-1.0055,-460.0,False,B2,45.25
2026-05-06,2026-05-06T10:08:00-04:00,2026-05-06T10:08:00-04:00,short,28436.5,28440.75,28441.0,stop,-1.0588,-95.0,False,A,4.25
2026-05-07,2026-05-07T09:46:00-04:00,2026-05-07T09:54:00-04:00,short,28712.0,28782.5,28782.75,stop,-1.0035,-712.5,False,B,70.5
2026-05-08,2026-05-08T10:10:00-04:00,2026-05-08T10:10:00-04:00,long,29109.75,29090.0,29089.0,stop,-1.0506,-420.0,False,B2,19.75
2026-05-08,2026-05-08T10:11:00-04:00,2026-05-08T10:11:00-04:00,long,29092.25,29090.0,29089.0,stop,-1.4444,-70.0,False,B2,2.25
2026-05-11,2026-05-11T09:55:00-04:00,2026-05-11T10:05:00-04:00,short,29329.5,29364.75,29365.0,stop,-1.0071,-715.0,False,B,35.25
2026-05-12,2026-05-12T09:41:00-04:00,2026-05-12T09:57:00-04:00,long,29237.5,29143.0,29142.75,stop,-1.0026,-952.5,False,A,94.5
2026-05-12,2026-05-12T09:58:00-04:00,2026-05-12T15:55:00-04:00,short,29148.75,29248.0,29160.5,eod,-0.1184,-122.5,False,B,99.25
2026-05-13,2026-05-13T09:41:00-04:00,2026-05-13T09:42:00-04:00,short,29228.25,29261.5,29261.75,stop,-1.0075,-675.0,False,B2,33.25
2026-05-13,2026-05-13T09:44:00-04:00,2026-05-13T09:46:00-04:00,short,29236.75,29265.0,29162.5,target,2.6283,1480.0,True,B2,28.25
2026-05-14,2026-05-14T10:07:00-04:00,2026-05-14T10:07:00-04:00,long,29585.25,29567.25,29567.0,stop,-1.0139,-370.0,False,A,18.0
2026-05-15,2026-05-15T09:41:00-04:00,2026-05-15T09:54:00-04:00,short,29239.0,29256.5,29256.75,stop,-1.0143,-360.0,False,B,17.5
2026-05-15,2026-05-15T09:55:00-04:00,2026-05-15T09:58:00-04:00,long,29262.25,29173.5,29173.25,stop,-1.0028,-895.0,False,B,88.75
2026-05-18,2026-05-18T10:10:00-04:00,2026-05-18T10:30:00-04:00,long,29250.25,29129.0,29128.75,stop,-1.0021,-1220.0,False,B,121.25
2026-05-19,2026-05-19T09:49:00-04:00,2026-05-19T09:49:00-04:00,short,28962.75,28972.25,28973.25,stop,-1.1053,-215.0,False,B2,9.5
2026-05-19,2026-05-19T09:51:00-04:00,2026-05-19T09:54:00-04:00,short,28934.25,29009.25,29010.25,stop,-1.0133,-765.0,False,B2,75.0
2026-05-20,2026-05-20T09:42:00-04:00,2026-05-20T10:12:00-04:00,long,29094.0,29038.5,29038.25,stop,-1.0045,-562.5,False,B,55.5
2026-05-21,2026-05-21T09:42:00-04:00,2026-05-21T09:43:00-04:00,long,29237.5,29203.0,29202.0,stop,-1.029,-715.0,False,B,34.5
2026-05-21,2026-05-21T09:45:00-04:00,2026-05-21T09:45:00-04:00,short,29215.25,29239.0,29240.0,stop,-1.0421,-500.0,False,B,23.75
2026-05-22,2026-05-22T09:45:00-04:00,2026-05-22T09:49:00-04:00,long,29643.0,29615.5,29614.5,stop,-1.0364,-575.0,False,A,27.5
2026-05-22,2026-05-22T09:52:00-04:00,2026-05-22T10:23:00-04:00,short,29611.5,29651.0,29498.0,target,2.8734,2265.0,True,B,39.5
2026-05-25,2026-05-25T10:11:00-04:00,2026-05-25T11:11:00-04:00,short,29963.25,29990.0,29990.25,stop,-1.0093,-545.0,False,B,26.75
2026-05-26,2026-05-26T09:44:00-04:00,2026-05-26T09:46:00-04:00,long,29912.5,29901.0,29974.5,target,5.3913,1235.0,True,B,11.5
2026-05-26,2026-05-26T09:55:00-04:00,2026-05-26T09:55:00-04:00,long,29960.5,29914.0,29974.5,target,0.3011,135.0,True,B2,46.5
2026-05-27,2026-05-27T09:54:00-04:00,2026-05-27T09:54:00-04:00,long,30056.25,30042.25,30042.0,stop,-1.0179,-290.0,False,B2,14.0
2026-05-27,2026-05-27T09:55:00-04:00,2026-05-27T09:55:00-04:00,long,30026.5,30025.5,30025.25,stop,-1.25,-30.0,False,B2,1.0
2026-05-28,2026-05-28T09:41:00-04:00,2026-05-28T10:07:00-04:00,short,29972.75,30025.75,30026.75,stop,-1.0189,-545.0,False,B,53.0
2026-05-28,2026-05-28T10:08:00-04:00,2026-05-28T10:12:00-04:00,long,30015.25,29983.0,30096.5,target,2.5194,1620.0,True,B,32.25
2026-05-29,2026-05-29T10:10:00-04:00,2026-05-29T10:24:00-04:00,short,30476.25,30519.75,30387.0,target,2.0517,887.5,True,B,43.5
2026-06-01,2026-06-01T09:42:00-04:00,2026-06-01T09:43:00-04:00,short,30425.75,30445.5,30445.75,stop,-1.0127,-405.0,False,B,19.75
2026-06-01,2026-06-01T09:44:00-04:00,2026-06-01T09:51:00-04:00,long,30442.5,30403.25,30402.25,stop,-1.0255,-810.0,False,A,39.25
2026-06-02,2026-06-02T09:49:00-04:00,2026-06-02T09:59:00-04:00,long,30537.25,30497.0,30603.5,target,1.646,1320.0,True,B,40.25
2026-06-04,2026-06-04T09:42:00-04:00,2026-06-04T10:06:00-04:00,short,30273.0,30341.5,30166.75,target,1.5511,1057.5,True,B,68.5
2026-06-04,2026-06-04T10:12:00-04:00,2026-06-04T10:59:00-04:00,long,30268.25,30181.5,30350.0,target,0.9424,812.5,True,B,86.75
2026-06-08,2026-06-08T09:41:00-04:00,2026-06-08T09:42:00-04:00,short,29458.5,29499.5,29499.75,stop,-1.0061,-830.0,False,A,41.0
2026-06-08,2026-06-08T09:44:00-04:00,2026-06-08T09:48:00-04:00,long,29518.0,29455.0,29454.75,stop,-1.004,-637.5,False,B,63.0
2026-06-09,2026-06-09T09:41:00-04:00,2026-06-09T09:43:00-04:00,short,29671.75,29731.0,29731.25,stop,-1.0042,-600.0,False,A,59.25
2026-06-09,2026-06-09T09:44:00-04:00,2026-06-09T09:59:00-04:00,long,29750.5,29681.5,29681.25,stop,-1.0036,-697.5,False,B,69.0
2026-06-10,2026-06-10T09:44:00-04:00,2026-06-10T10:23:00-04:00,long,29039.5,28867.75,29166.5,target,0.7394,1265.0,True,B,171.75
2026-06-11,2026-06-11T09:41:00-04:00,2026-06-11T09:45:00-04:00,short,28670.25,28785.25,28785.5,stop,-1.0022,-1157.5,False,A,115.0
2026-06-11,2026-06-11T10:03:00-04:00,2026-06-11T10:10:00-04:00,long,29016.25,28892.75,28892.5,stop,-1.002,-1242.5,False,A,123.5
2026-06-12,2026-06-12T09:41:00-04:00,2026-06-12T09:41:00-04:00,long,29367.25,29332.25,29332.0,stop,-1.0071,-710.0,False,B,35.0
2026-06-12,2026-06-12T09:43:00-04:00,2026-06-12T10:03:00-04:00,short,29265.25,29473.75,29474.75,stop,-1.0048,-2100.0,False,A,208.5
2026-06-15,2026-06-15T10:01:00-04:00,2026-06-15T10:57:00-04:00,short,30702.5,30783.5,30783.75,stop,-1.0031,-817.5,False,B,81.0
2026-06-16,2026-06-16T09:41:00-04:00,2026-06-16T09:41:00-04:00,short,30820.0,30839.75,30840.0,stop,-1.0127,-405.0,False,A,19.75
2026-06-16,2026-06-16T09:42:00-04:00,2026-06-16T10:16:00-04:00,long,30841.25,30780.0,30779.75,stop,-1.0041,-620.0,False,B,61.25
2026-06-17,2026-06-17T09:45:00-04:00,2026-06-17T09:49:00-04:00,long,30521.0,30460.5,30460.25,stop,-1.0041,-612.5,False,B,60.5
2026-06-17,2026-06-17T09:51:00-04:00,2026-06-17T10:24:00-04:00,short,30441.0,30542.25,30542.5,stop,-1.0025,-1020.0,False,B,101.25
2026-06-18,2026-06-18T09:52:00-04:00,2026-06-18T09:57:00-04:00,long,30508.25,30431.75,30431.5,stop,-1.0033,-772.5,False,B,76.5
2026-06-18,2026-06-18T09:58:00-04:00,2026-06-18T10:03:00-04:00,short,30417.75,30526.75,30527.0,stop,-1.0023,-1097.5,False,B,109.0
2026-06-19,2026-06-19T09:47:00-04:00,2026-06-19T12:59:00-04:00,long,30672.5,30642.25,30642.0,stop,-1.0083,-615.0,False,A,30.25
2026-06-22,2026-06-22T09:43:00-04:00,2026-06-22T09:58:00-04:00,short,30806.0,30926.75,30927.0,stop,-1.0021,-1215.0,False,B,120.75
2026-06-23,2026-06-23T09:41:00-04:00,2026-06-23T10:16:00-04:00,long,29802.25,29671.0,30016.75,target,1.6343,2140.0,True,A,131.25
2026-06-24,2026-06-24T09:55:00-04:00,2026-06-24T09:55:00-04:00,long,29767.5,29711.5,29711.25,stop,-1.0045,-567.5,False,B,56.0
2026-06-24,2026-06-24T09:56:00-04:00,2026-06-24T10:00:00-04:00,long,29716.75,29657.25,29657.0,stop,-1.0042,-602.5,False,B,59.5
2026-06-26,2026-06-26T09:46:00-04:00,2026-06-26T15:55:00-04:00,long,29251.75,29217.75,29451.5,eod,5.875,3990.0,True,B,34.0
2026-06-29,2026-06-29T09:41:00-04:00,2026-06-29T09:56:00-04:00,long,29732.25,29635.25,29635.0,stop,-1.0026,-977.5,False,A,97.0
2026-06-29,2026-06-29T10:01:00-04:00,2026-06-29T10:15:00-04:00,short,29574.75,29776.0,29282.75,target,1.4509,2915.0,True,B,201.25
2026-07-02,2026-07-02T09:43:00-04:00,2026-07-02T10:26:00-04:00,long,30138.0,30043.0,30042.75,stop,-1.0026,-957.5,False,B,95.0
2026-07-03,2026-07-03T09:45:00-04:00,2026-07-03T10:09:00-04:00,long,29930.75,29912.25,29912.0,stop,-1.0135,-380.0,False,B2,18.5
2026-07-03,2026-07-03T10:10:00-04:00,2026-07-05T18:00:00-04:00,short,29917.5,29932.75,29933.0,stop,-1.0164,-315.0,False,B,15.25
2026-07-06,2026-07-06T09:41:00-04:00,2026-07-06T15:55:00-04:00,long,29904.0,29786.0,29964.75,eod,0.5148,602.5,True,A,118.0
2026-07-07,2026-07-07T09:42:00-04:00,2026-07-07T09:47:00-04:00,long,29569.25,29524.75,29524.5,stop,-1.0056,-452.5,False,B,44.5
2026-07-07,2026-07-07T09:49:00-04:00,2026-07-07T10:25:00-04:00,short,29544.75,29596.75,29276.25,target,5.1635,2680.0,True,B,52.0
2026-07-08,2026-07-08T10:07:00-04:00,2026-07-08T10:10:00-04:00,long,29322.5,29297.5,29297.25,stop,-1.01,-510.0,False,B2,25.0
2026-07-08,2026-07-08T10:11:00-04:00,2026-07-08T10:11:00-04:00,short,29287.5,29348.0,29266.75,target,0.343,202.5,True,A,60.5
2026-07-09,2026-07-09T10:11:00-04:00,2026-07-09T10:16:00-04:00,short,29821.75,29915.25,29705.5,target,1.2433,1157.5,True,B,93.5
2026-07-10,2026-07-10T09:45:00-04:00,2026-07-10T10:32:00-04:00,long,29855.75,29820.25,29820.0,stop,-1.007,-720.0,False,B,35.5
2026-07-13,2026-07-13T10:06:00-04:00,2026-07-13T10:24:00-04:00,short,29575.25,29662.5,29662.75,stop,-1.0029,-880.0,False,B2,87.25
2026-07-14,2026-07-14T09:41:00-04:00,2026-07-14T10:05:00-04:00,long,29762.0,29685.0,29684.0,stop,-1.013,-785.0,False,B,77.0
2026-07-14,2026-07-14T10:06:00-04:00,2026-07-14T10:34:00-04:00,short,29668.75,29804.75,29805.0,stop,-1.0018,-1367.5,False,B,136.0
2026-07-15,2026-07-15T09:41:00-04:00,2026-07-15T15:55:00-04:00,short,29848.0,29966.5,29680.0,eod,1.4177,1675.0,True,B2,118.5
