ts,tf,direction,kind,pattern,htf_flag,entry_ref,stop_ref,wick_low,wick_high,cluster_center,confluence_count,cluster_types,vwap_touched,ob_mid,ob_stop,close
2026-02-02T00:09:00-05:00,3min,short,displacement,B,with_trend,25323.175,25334.25,25330.0,25334.25,25324.3059,2,"['bb', 'vwap']",True,,,25313.0
2026-02-02T00:10:00-05:00,2min,short,rejection_block,B2,with_trend,25323.175,25325.25,25323.75,25325.25,25324.1872,2,"['bb', 'vwap']",True,25324.625,25338.75,25318.75
2026-02-02T02:18:00-05:00,3min,short,displacement,B,with_trend,25264.45,25283.0,25277.5,25283.0,25267.2489,2,"['bb', 'vwap']",True,25281.0,25307.0,25259.25
2026-02-02T02:20:00-05:00,5min,long,rejection_block,A,counter_trend,25269.6804,25255.0,25255.0,25277.5,25269.1777,2,"['bb', 'vwap']",True,25281.0,25255.0,25277.5
2026-02-02T02:21:00-05:00,3min,long,displacement,B,counter_trend,25270.875,25258.75,25258.75,25259.75,25270.2025,2,"['bb', 'vwap']",True,25275.25,25255.0,25294.25
2026-02-02T02:54:00-05:00,3min,long,displacement,B,counter_trend,25303.875,25302.25,25302.25,25302.25,25301.0,2,"['bb', 'poc']",False,25314.5,25295.5,25333.5
2026-02-02T02:55:00-05:00,5min,long,rejection_block,A,counter_trend,25305.175,25301.5,25301.5,25304.25,25301.7958,2,"['bb', 'poc']",False,25313.125,25286.5,25337.75
2026-02-02T03:20:00-05:00,2min,long,displacement,B,counter_trend,25383.0334,25367.5,25367.5,25370.5,25378.6792,2,"['bb', 'vwap']",True,25377.5,25361.75,25388.5
2026-02-02T03:21:00-05:00,1min,long,rejection_block,A,counter_trend,25383.0369,25380.75,25380.75,25385.25,25379.7372,2,"['bb', 'vwap']",True,25375.625,25361.75,25385.25
2026-02-02T03:22:00-05:00,2min,long,rejection_block,A,counter_trend,25383.0459,25380.75,25380.75,25388.5,25380.6605,2,"['bb', 'vwap']",True,25378.5,25361.75,25394.0
2026-02-02T03:25:00-05:00,5min,long,rejection_block,A,counter_trend,25383.1029,25380.75,25380.75,25388.5,25382.4202,2,"['bb', 'vwap']",True,25382.75,25362.75,25393.5
2026-02-02T03:26:00-05:00,2min,short,rejection_block,B2,with_trend,25380.9875,25395.0,25383.0,25395.0,25382.0453,2,"['bb', 'vwap']",True,25386.25,25395.25,25378.5
2026-02-02T03:27:00-05:00,3min,long,rejection_block,A,counter_trend,25383.1139,25377.25,25377.25,25383.0,25382.2757,2,"['bb', 'vwap']",True,25390.0,25377.25,25394.75
2026-02-02T03:28:00-05:00,2min,long,displacement,B,counter_trend,25383.129,25379.75,25379.75,25380.25,25382.7707,2,"['bb', 'vwap']",True,25389.75,25377.25,25397.75
2026-02-02T03:30:00-05:00,5min,long,rejection_block,A,counter_trend,25384.5375,25377.25,25377.25,25390.5,25383.8392,2,"['bb', 'vwap']",True,,,25390.5
2026-02-02T03:31:00-05:00,1min,long,rejection_block,A,counter_trend,25384.8,25379.75,25379.75,25390.0,25383.9754,2,"['bb', 'vwap']",True,25388.0,25379.75,25390.0
2026-02-02T03:32:00-05:00,2min,long,rejection_block,A,counter_trend,25383.1625,25379.75,25379.75,25391.0,25378.1813,2,"['bb', 'vwap']",True,25390.125,25379.75,25399.0
2026-02-02T03:33:00-05:00,3min,long,rejection_block,A,counter_trend,25387.15,25379.75,25379.75,25391.0,25385.1769,2,"['bb', 'vwap']",True,25396.0,25379.75,25404.5
2026-02-02T03:35:00-05:00,5min,long,rejection_block,A,counter_trend,25383.2416,25379.75,25379.75,25391.0,25379.8208,2,"['bb', 'vwap']",True,25394.75,25377.25,25399.75
2026-02-02T03:46:00-05:00,2min,long,displacement,B,counter_trend,25411.125,25397.5,25397.5,25397.75,25406.5938,2,"['bb', 'poc']",False,25403.875,25395.5,25412.25
2026-02-02T03:49:00-05:00,1min,long,rejection_block,A,counter_trend,25411.125,25407.0,25407.0,25408.0,25407.6625,2,"['bb', 'poc']",False,25410.0,25405.25,25414.5
2026-02-02T03:53:00-05:00,1min,long,rejection_block,A,counter_trend,25411.125,25403.75,25403.75,25408.75,25409.0,2,"['bb', 'poc']",False,25409.375,25401.5,25415.0
2026-02-02T03:58:00-05:00,2min,long,rejection_block,A,counter_trend,25411.375,25408.0,25408.0,25408.5,25407.2125,2,"['bb', 'poc']",False,25413.75,25405.0,25413.0
2026-02-02T03:59:00-05:00,1min,short,displacement,B,with_trend,25408.25,25414.25,25412.5,25414.25,25407.1333,2,"['bb', 'poc']",False,25409.375,25414.25,25405.5
2026-02-02T04:00:00-05:00,5min,short,rejection_block,B2,with_trend,25407.8375,25416.5,25409.75,25416.5,25409.6063,2,"['bb', 'poc']",False,25413.75,25426.0,25401.75
2026-02-02T04:01:00-05:00,1min,short,rejection_block,B2,with_trend,25407.95,25409.0,25401.5,25409.0,25409.6625,2,"['bb', 'poc']",False,25405.75,25414.0,25400.5
2026-02-02T04:02:00-05:00,2min,short,rejection_block,B2,with_trend,25407.3625,25409.0,25401.5,25409.0,25409.3688,2,"['bb', 'poc']",False,25401.875,25414.0,25390.75
2026-02-02T04:03:00-05:00,3min,short,rejection_block,B2,with_trend,25405.9375,25409.0,25401.5,25409.0,25408.6562,2,"['bb', 'poc']",True,25398.75,25426.0,25377.25
2026-02-02T04:14:00-05:00,2min,short,rejection_block,B2,with_trend,25383.8195,25393.5,25386.0,25393.5,25388.7982,2,"['bb', 'vwap']",True,25386.75,25395.0,25382.0
2026-02-02T04:15:00-05:00,3min,long,rejection_block,A,counter_trend,25387.9125,25373.0,25373.0,25386.0,25385.8662,2,"['bb', 'vwap']",True,25374.625,25355.75,25388.75
2026-02-02T04:16:00-05:00,2min,short,rejection_block,B2,with_trend,25383.8202,25393.25,25380.5,25393.25,25385.1601,2,"['bb', 'vwap']",True,25384.0,25395.0,25380.5
2026-02-02T04:17:00-05:00,1min,short,rejection_block,B2,with_trend,25383.8171,25386.5,25379.0,25386.5,25384.3086,2,"['bb', 'vwap']",True,25381.875,25390.75,25376.5
2026-02-02T04:18:00-05:00,3min,long,rejection_block,A,counter_trend,25383.8197,25373.0,25373.0,25389.0,25383.8036,2,"['bb', 'vwap']",True,25375.625,25355.75,25392.75
2026-02-02T04:20:00-05:00,5min,long,rejection_block,A,counter_trend,25384.125,25373.0,25373.0,25389.0,25382.0775,2,"['bb', 'vwap']",True,25384.125,25355.75,25412.0
2026-02-02T05:54:00-05:00,3min,long,displacement,B,with_trend,25411.8375,25403.0,25403.0,25407.0,25411.6063,2,"['bb', 'poc']",False,25405.625,25391.25,25418.0
2026-02-02T05:56:00-05:00,2min,short,displacement,B,counter_trend,25409.3,25417.75,25416.75,25417.75,25410.3375,2,"['bb', 'poc']",False,25412.875,25420.0,25405.75
2026-02-02T05:57:00-05:00,1min,short,rejection_block,A,counter_trend,25408.6875,25410.5,25408.75,25410.5,25410.0312,2,"['bb', 'poc']",False,25409.625,25420.0,25404.25
2026-02-02T05:58:00-05:00,2min,short,rejection_block,A,counter_trend,25408.075,25410.5,25408.75,25410.5,25409.725,2,"['bb', 'poc']",False,25408.5,25420.0,25398.25
2026-02-02T06:00:00-05:00,3min,short,rejection_block,A,counter_trend,25406.8125,25410.5,25406.5,25410.5,25409.0938,2,"['bb', 'poc']",False,25408.5,25420.0,25406.5
2026-02-02T06:03:00-05:00,3min,short,rejection_block,A,counter_trend,25406.075,25414.0,25407.75,25414.0,25408.725,2,"['bb', 'poc']",False,25405.5,25414.0,25404.5
2026-02-02T06:04:00-05:00,2min,short,rejection_block,A,counter_trend,25405.8625,25411.25,25409.0,25411.25,25408.6188,2,"['bb', 'poc']",False,25407.5,25414.0,25401.0
2026-02-02T06:05:00-05:00,5min,short,rejection_block,A,counter_trend,25405.9125,25414.0,25407.75,25414.0,25408.6437,2,"['bb', 'poc']",False,25410.5,25420.0,25405.5
2026-02-02T06:08:00-05:00,2min,long,rejection_block,B2,with_trend,25414.4375,25409.25,25409.25,25409.75,25411.25,2,"['bb', 'poc']",False,25411.125,25401.0,25416.75
2026-02-02T06:09:00-05:00,3min,long,rejection_block,B2,with_trend,25414.4375,25409.25,25409.25,25409.75,25411.5208,2,"['bb', 'poc']",False,25415.125,25401.75,25422.75
2026-02-02T06:10:00-05:00,5min,long,displacement,B,with_trend,25413.375,25402.25,25402.25,25404.25,25411.5417,2,"['bb', 'poc']",False,25414.75,25401.0,25427.5
2026-02-02T07:27:00-05:00,3min,long,rejection_block,B2,with_trend,25499.0668,25493.0,25493.0,25503.5,25494.1272,2,"['bb', 'vwap']",True,,,25506.75
2026-02-02T07:30:00-05:00,5min,long,displacement,B,with_trend,25499.5646,25493.0,25493.0,25493.0,25496.8323,2,"['bb', 'vwap']",True,25503.875,25493.0,25509.75
2026-02-02T07:39:00-05:00,3min,long,rejection_block,B2,with_trend,25507.45,25499.5,25499.5,25507.75,25504.2357,2,"['bb', 'vwap']",True,25509.0,25499.5,25511.5
2026-02-02T07:40:00-05:00,5min,long,rejection_block,B2,with_trend,25507.8875,25499.5,25499.5,25508.25,25504.5013,2,"['bb', 'vwap']",True,25503.875,25493.5,25508.25
2026-02-02T07:42:00-05:00,3min,long,rejection_block,B2,with_trend,25508.95,25504.5,25504.5,25511.0,25505.0983,2,"['bb', 'vwap']",False,25511.5,25504.5,25514.75
2026-02-02T07:54:00-05:00,2min,short,displacement,B,counter_trend,25493.55,25508.5,25505.25,25508.5,25498.0245,2,"['bb', 'vwap']",True,,,25493.25
2026-02-02T07:57:00-05:00,3min,short,rejection_block,A,counter_trend,25495.5625,25498.75,25495.5,25498.75,25499.1315,2,"['bb', 'vwap']",False,25507.75,25527.25,25495.5
2026-02-02T07:58:00-05:00,2min,short,rejection_block,A,counter_trend,25495.5625,25498.75,25494.5,25498.75,25499.1744,2,"['bb', 'vwap']",False,25491.25,25498.75,25483.75
2026-02-02T08:00:00-05:00,5min,short,rejection_block,A,counter_trend,25497.3375,25498.75,25496.75,25498.75,25503.2563,2,"['bb', 'vwap']",False,25500.0,25524.25,25487.75
2026-02-02T08:12:00-05:00,3min,short,rejection_block,A,counter_trend,25496.45,25497.5,25492.0,25497.5,25499.6817,2,"['bb', 'vwap']",False,25477.5,25497.5,25492.0
2026-02-02T08:15:00-05:00,5min,short,rejection_block,A,counter_trend,25495.0125,25497.5,25492.5,25497.5,25499.5228,2,"['bb', 'vwap']",False,25477.5,25497.5,25492.5
2026-02-02T08:16:00-05:00,2min,short,rejection_block,A,counter_trend,25493.9875,25501.75,25488.25,25501.75,25499.2047,2,"['bb', 'vwap']",False,25488.0,25501.75,25488.25
2026-02-02T08:24:00-05:00,3min,short,rejection_block,A,counter_trend,25497.45,25500.5,25494.25,25500.5,25500.9721,2,"['bb', 'vwap']",False,25487.75,25500.5,25494.25
2026-02-02T08:25:00-05:00,5min,short,rejection_block,A,counter_trend,25497.45,25500.5,25484.25,25500.5,25501.0035,2,"['bb', 'vwap']",False,25487.375,25500.5,25484.25
2026-02-02T08:30:00-05:00,5min,short,rejection_block,A,counter_trend,25495.175,25495.5,25483.5,25495.5,25500.0322,2,"['bb', 'vwap']",False,25487.375,25500.5,25478.5
2026-02-02T09:32:00-05:00,2min,long,rejection_block,A,with_trend,25542.1875,25539.75,25539.75,25542.5,25537.8839,2,"['bb', 'vwap']",True,25577.75,25520.25,25631.5
2026-02-02T09:33:00-05:00,3min,long,rejection_block,A,with_trend,25547.3625,25539.75,25539.75,25542.5,25542.2269,2,"['bb', 'vwap']",True,25595.875,25523.0,25635.75
2026-02-02T09:35:00-05:00,5min,long,displacement,B,with_trend,25549.8345,25539.75,25539.75,25542.5,25546.286,2,"['bb', 'vwap']",True,25600.0,25531.25,25637.5
