schema_version,agent_version,date,regime,directional_bias,permitted_structures,stand_down,size_multiplier,confidence,rationale,cited_evidence,playbook_notes
1.0,a4b241cca843,2025-04-01,war,short,"['continuation', 'reversion']",False,0.25,medium,"Analog majority is MOMENTUM (7/15 vs 5 FLAT/3 ROT; mean +138 vs rotation -31), so the momentum book is armed — but the cohort is split, so reduced-arm 0.25, not 0.5. Tape is war-class: net_5d -846.5, price 1.99% off the window low, -58.75 overnight gap. Bias short with the trend. ISM 10:00 (red_folder_today=1) is a timing/size modifier only; engine holds entries past the release. No structure-specific evidence against reversion (trap_rate_10=0.1), so both structures stay permitted at reduced size.","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts={FLAT:5,MOMENTUM:7,ROTATION:3}', 'analog_block.mean_pl_if_momentum=138', 'analog_block.share_both_books_red=0.33', 'trailing_stats.net_5d_pts=-846.5', 'trailing_stats.pct_off_window_low=1.989', 'overnight.gap_vs_prior_close_pts=-58.75', 'regime_vector.red_folder_today=1']","2025-04-01 (fresh eyes, no inherited notes). Read: persistent downside risk regime — net_5d -846.5, net_10d -619.75, price ~2% off 20d window low, down gap -58.75, 40 shock bars (largest 74.0 on 03-30 evening). Analog cohort (k=15) says MOMENTUM is the paying book (7 of 15, mean +138) while rotation is net negative (mean -31); FLAT count (5) and 0.33 both-books-red keep this a reduced-arm day, not a full-size one. Armed: momentum/continuation, short bias, 0.25. Reversion not excluded — no failed-bounce or trap evidence (trap_rate_10=0.1); 03-31 counter-trend bounce actually held +93. ISM Manufacturing PMI 10:00 ET is the one red-folder item: treat as timing/size modifier per v0.6.1, entries held until after release. Watch for next session: if the down-streak re-extends (streak_imbal currently 2, directional_streak_days reset to 1 by the 03-31 bounce) and analogs stay momentum-majority, size can step to 0.5; if analog cohort flips FLAT-majority, stand down rather than 0.25-ing it."
1.0,a4b241cca843,2025-04-02,war,neutral,[],True,0.0,medium,"Analog cohort majority is FLAT (7 of 15 vs 6 ROTATION, 2 MOMENTUM) — per v0.6.1 that is the retrieval no-trade signal and mandates stand-down; mean_pl_if_rotation is only +22 and momentum is -184, so no book shows edge. Tape is stressed: -824 pts net over 5d, 26 shock bars, -169 gap overnight — war-class risk, but with a FLAT-majority cohort the correct call is 0.0, not a 0.25 hedge. No red folder today, so this is not event_risk.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:7,MOMENTUM:2,ROTATION:6}', 'analog_block.mean_pl_if_rotation=22', 'analog_block.mean_pl_if_momentum=-184', 'trailing_stats.net_5d_pts=-824.0', 'shock_bars.count=26', 'overnight.gap_vs_prior_close_pts=-169.25', 'regime_vector.red_folder_today=0']","2025-04-02 (fresh eyes): Stood down on the analog FLAT majority (7/15) per v0.6.1 anchor — 0.25 is reserved for a weak BOOK signal, not for doubt, and this cohort names no book (rotation mean +22 is noise, momentum -184 clearly red). Tape context: violent week — -634 pt day on 03-28, net_5d -824, 26 shock bars over threshold, overnight gap -169 with 273 pt range — but two green sessions (03-31, 04-01) mean the down-streak is broken; direction unresolved. No red-folder events today (ISM was yesterday), so no event-timing modifier applied. Watch next session: if the cohort shifts to a ROTATION majority with positive mean while trap_rate_10 stays low (0.1 today), reversion re-arms at 0.25-0.5; if downside resumes with streak_imbal rising past 3 and price pinned near the window low (2.4% off low today), expect war/continuation cohorts instead. Share_both_books_red 0.47 was below the 0.6 reinforce line — the stand-down rests on majority_action alone, which is the intended v0.6.1 behavior."
1.0,a4b241cca843,2025-04-03,war,short,[],True,0.0,medium,"Analog cohort is FLAT-majority (8/15, share_both_books_red=0.53) - the retrieval no-trade signal. No book clears the reduced-arm bar: momentum mean +13 is thin, rotation -129 is red. Tape reads war (0.06% off 20d window low, net_5d -851) but the cohort says similar days mostly paid neither book. ISM Services (red_folder_today=1) is a timing/size modifier only; the stand-down rests on the FLAT cohort, not the calendar.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8', 'analog_block.share_both_books_red=0.53', 'analog_block.mean_pl_if_momentum=13', 'analog_block.mean_pl_if_rotation=-129', 'trailing_stats.pct_off_window_low=0.058', 'trailing_stats.net_5d_pts=-851.25', 'regime_vector.red_folder_today=1']","2025-04-03 (fresh eyes): STAND DOWN on FLAT analog majority (8/15; both-books-red 0.53; momentum mean +13 / rotation -129 - neither book clears the 0.25 bar). Per v0.6.1 this is the 0.0 case, not a 0.25 'just in case'. Tape context: violent downtrend - net_5d -851 / net_10d -785, price 0.06% off 20d window low, prior session range 967 pts, 42 shock bars incl. 232pt bar late 04-02, gap -164.5. ISM Services 10:00 ET (red folder) treated as timing/size modifier per v0.6.1, NOT the stand-down reason. If a similar tape recurs with a book-naming cohort, expect MOMENTUM short (5/15 momentum analogs, one-way tape); rotation looks structurally red here. Vol regime elevated (ranges 350-970 pts) - any future arm should start at 0.25/0.5 until ranges normalize."
1.0,a4b241cca843,2025-04-04,war,short,[],True,0.0,high,"Tape is a persistent downside war regime (net_5d -1174, price pinned near window low, huge gap down), and it is NFP morning — but the stand-down is retrieval-driven, not calendar-driven: the 15-day analog cohort is FLAT 12/15 with both books' means negative and 60% both-books-red. Per v0.6.1, a FLAT majority_action is the no-trade signal; this is conviction that trading is wrong, not doubt, so 0.0 rather than 0.25 reduced-arm.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=12 (of k=15)', 'analog_block.mean_pl_if_rotation=-197', 'analog_block.mean_pl_if_momentum=-171', 'analog_block.share_both_books_red=0.6', 'trailing_stats.net_5d_pts=-1174.0', 'trailing_stats.pct_off_window_low=-2.604', 'regime_vector.red_folder_today=3']","2025-04-04 (Fri, NFP 08:30 x3 red folders): STAND DOWN 0.0 on FLAT analog cohort (12/15 FLAT, both book means negative, share_both_books_red=0.6) — the retrieval no-trade signal, NOT the calendar reflex. Underlying regime is downside war: net_5d -1174 / net_10d -1100, price ~2.6% through window low, overnight gap -519 with 892pt overnight range, 39 shock bars (largest 231.75 on 04-02). If forced to trade, bias would be short-with-trend; nearest analogs that did pay were ROTATION (03-06, 03-10), so watch for the cohort tilting ROTATION on similar setups. Carry-forward: (1) FLAT majority = 0.0, never 0.25 'just in case'; (2) event days arm small unless cohort says flat — today the cohort said flat, so calendar and retrieval agree in effect but the cohort is the cited cause; (3) selloff acceleration since 04-02 means analogs drawn from calmer tapes may understate risk — reassess Monday with fresh vector."
1.0,a4b241cca843,2025-04-07,war,short,[],True,0.0,high,"Tape is a violent one-way risk-off war regime: net_5d -1716.5, net_10d -2349.5, -420pt gap, price pinned at window low, 42 shock bars. But the retrieval decides: analog majority_action=FLAT (10 of 15), and BOTH books' cohort means are negative (rotation -137, momentum -107). Per v0.6.1 a FLAT-majority cohort is the stand-down signal — no briefing feature makes today materially different from its cohort, so no override. Stand down.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10', 'analog_block.mean_pl_if_rotation=-137', 'analog_block.mean_pl_if_momentum=-107', 'trailing_stats.net_5d_pts=-1716.5', 'overnight.gap_vs_prior_close_pts=-420.25', 'trailing_stats.pct_off_window_low=-1.866', 'shock_bars.count=42']","2025-04-07 (Mon): Stood down. War-regime tape — crash-grade selloff (net_10d -2349.5, Friday -1176.75, -420 gap, price at 20d window low, 42 shock bars, largest 395.5 Sunday 18:00) — yet the analog cohort (k=15) said FLAT 10/15 with both books' mean P&L negative (rot -137, mom -107, share_both_books_red 0.47). v0.6.1 anchor applied: FLAT majority = no-trade, not a 0.25 'just in case'. No red-folder events today (Friday's NFP cluster is past), so no event_risk modifier. Watch next sessions: if the cohort shifts to a book (either a MOMENTUM majority on continued cascade or ROTATION on a snap-back setup), arm that book per majority and size to cohort mean — do not let the war narrative pick momentum if analogs say rotation. Extreme-volatility crash mornings like this historically resolve FLAT for these books; keep standing down until retrieval says otherwise."
1.0,a4b241cca843,2025-04-08,war,neutral,[],True,0.0,medium,"Analog majority is FLAT (7/15) — the v0.6.1 retrieval no-trade anchor mandates stand-down, not a 0.25 hedge. Tape itself is war-class: net_10d -2127.5 pts, 91 shock bars over threshold, 1901.5pt prior-session range and a 387.5pt overnight gap. No calendar event is involved (red_folder_today=0), so this is cohort-evidence stand-down, not the banned event reflex. Cohort split (6 ROTATION, mean +123) caps confidence at medium, but majority FLAT decides.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=7', 'analog_block.share_both_books_red=0.33', 'trailing_stats.net_10d_pts=-2127.5', 'shock_bars.count=91', 'overnight.gap_vs_prior_close_pts=387.5', 'regime_vector.range_pctl_20=0.95', 'regime_vector.red_folder_today=0']","2025-04-08 (fresh eyes, no inherited notes). Tape state: violent downside regime — net_10d -2127.5 / net_5d -1281, trailing ranges up to 1901.5pts, 91 shock bars (largest 395.5pts on 04-06 overnight), today gapped +387.5 with a 376.5pt overnight range; range_pctl_20=0.95. Streak reset to 1 after 04-07's +528.75 bounce, so direction is unresolved despite the war-class volatility. Decision rule applied: analog cohort (k=15) majority_action=FLAT (7 FLAT / 6 ROTATION / 2 MOMENTUM) -> stand down 0.0 per v0.6.1; did NOT downgrade to 0.25 because 0.25 is reserved for a weak BOOK majority, not trade/no-trade doubt. Note for tomorrow: cohort was nearly split with mean_pl_if_rotation=+123 vs momentum -56 — if a similar vector recurs with majority flipping to ROTATION, arm rotation at 0.25-0.5 rather than trusting any momentum/war narrative. share_both_books_red only 0.33, so this stand-down leans on the majority anchor, not both-books-red. Calendar empty; no event-risk modifier used."
1.0,a4b241cca843,2025-04-09,war,short,[],True,0.0,medium,"Analog cohort says no-trade: majority_action=FLAT (7 of 15) with both books' means negative (rotation -160, momentum -26) and share_both_books_red=0.47 — per v0.6.1 a FLAT-majority cohort is a stand-down, not a 0.25. Tape is a war regime: net_10d=-2724.75, price 3.01% off window low, 50 shock bars, 690pt overnight range with a -276.5 gap. FOMC minutes today is only a timing/size modifier and cannot rescue a FLAT cohort. Standing down on retrieval evidence beyond the calendar label.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=7 (of k=15)', 'analog_block.mean_pl_if_rotation=-160', 'analog_block.mean_pl_if_momentum=-26', 'trailing_stats.net_10d_pts=-2724.75', 'trailing_stats.pct_off_window_low=3.01', 'overnight.gap_vs_prior_close_pts=-276.5', 'regime_vector.red_folder_today=1']","2025-04-09 (fresh eyes): Stood down on FLAT analog majority (7/15, both book means negative), per v0.6.1 anchor — this is the retrieval no-trade signal, not calendar avoidance. Context: violent war tape — net_10d -2724.75, net_5d -1900.75, trailing ranges 1300-1900pts, 50 shock bars over threshold 130.5, price 3% off 20d window low; overnight gapped -276.5 with a 690pt range. FOMC minutes 14:00 ET (red folder) treated strictly as timing/size modifier; the stand-down rests on the analog cohort plus extreme realized volatility, not the calendar label. Watch next sessions: if a similar-looking cohort shifts to a MOMENTUM majority with positive mean, arm continuation short at 0.25-0.5 with the downtrend; a ROTATION majority would suggest exhaustion-reversion attempts near the window low. Trap evidence low (trap_rate_10=0.2), streak_imbal=0 despite imbal_share_10=0.7 — the tape is whipping both ways in huge ranges, which matches the cohort's finding that neither book reliably paid on lookalike days."
1.0,a4b241cca843,2025-04-10,event_risk,neutral,[],True,0.0,medium,"Analog cohort majority is FLAT (8/15) — the retrieval no-trade signal, which per v0.6.1 mandates stand-down; this is evidence beyond the calendar alone. CPI cluster at 08:30 with red_folder_today=3 sets the event_risk label, and the tape is violently unstable (58 shock bars, prior day +2133.25 net, overnight gap -427.5). Momentum mean +191 rests on a 4/15 minority; rotation mean is -34. FLAT cohort beats both books.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8', 'analog_block.mean_pl_if_rotation=-34', 'analog_block.mean_pl_if_momentum=191', 'regime_vector.red_folder_today=3', 'shock_bars.count=58', 'overnight.gap_vs_prior_close_pts=-427.5', 'trailing_sessions[2025-04-09].net_pts=2133.25']","2025-04-10 (fresh eyes): CPI morning (3 red folders 08:30) into an extraordinarily violent tape — 04-09 ranged 2651.75 pts, closed +2133.25; overnight gapped -427.5 and ranged 680; 58 shock bars vs 141-pt threshold. Label is event_risk, but the stand-down is NOT the calendar reflex: the analog cohort is FLAT-majority (8/15, vs 4 MOMENTUM / 3 ROTATION), the v0.6.1 retrieval no-trade signal. Neither book's cohort mean is compelling (rotation -34; momentum +191 driven mostly by one +2620 analog). share_both_books_red=0.27 is low, so this is a FLAT-majority stand-down, not a both-red one. If tomorrow's cohort names a book, arm it per majority — do not let the post-CPI narrative pick the book. Watch: net_10d still -170.5 despite the +680.75 5d snapback; price 6.3% off window high, 15% off low; imbal_share_10=0.8 but streak_imbal only 1 — trend direction is unresolved after the squeeze."
1.0,a4b241cca843,2025-04-11,event_risk,neutral,[],True,0.0,medium,"Analog cohort is a no-trade signal: majority_action=FLAT (7/15) with negligible book edges (mean_pl_if_rotation=31, mean_pl_if_momentum=26) — v0.6.1 anchors 0.0 to a FLAT majority. Regime is shock-dominated, not calendar-driven: red_folder_today=0, but 55 shock bars incl a 601.5pt bar and a 728pt overnight range. Stand-down rests on the FLAT cohort plus the outsized shock log, not the calendar label.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:7,MOMENTUM:4,ROTATION:4}', 'analog_block.mean_pl_if_rotation=31', 'analog_block.mean_pl_if_momentum=26', 'shock_bars.count=55', 'shock_bars.largest.range_pts=601.5', 'overnight.range_pts=728.0', 'regime_vector.red_folder_today=0']","2025-04-11 (fresh notes): shock-log-dominated tape — 55 shock bars over the 148.5pt threshold, largest 601.5pt (04-09 13:19); trailing ranges 1300-2650pts with violent two-way nets (-1176.75 on 04-04, +2133.25 on 04-09, -765.25 on 04-10). Not classic war: directional_streak_days=1, net_5d +287 vs net_10d -887 — direction is whipsaw, size is the risk. Analog cohort (k=15) split FLAT 7 / MOM 4 / ROT 4 with near-zero book means (26/31) → retrieval no-trade signal; stood down 0.0 per the v0.6.1 FLAT-majority anchor. share_both_books_red=0.4 is below the 0.6 gate, so this stand-down is majority-driven, not both-red-driven. No red folder today (CPI/FOMC minutes hit 04-09/04-10) — the calendar was NOT the reason. Re-arm when shock-bar frequency decays and the analog cohort shifts to a book majority; if it names ROTATION or MOMENTUM, arm that book at 0.25-0.5 and do not let a war/momentum narrative override the cohort's realized book."
1.0,a4b241cca843,2025-04-14,war,neutral,[],True,0.0,medium,"Analog cohort says no-trade: majority_action=FLAT (10 of 15), both books negative on average (rotation -148, momentum -263), share_both_books_red 0.53. Tape is a violent post-shock war regime (46 shock bars, largest 601.5pts on 04-09; 5d net +1819.5 after 2000+pt swings; 252pt gap) but with no calendar and a FLAT-majority cohort, v0.6.1 anchors to stand-down, not reduced-arm.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10', 'analog_block.mean_pl_if_rotation=-148', 'analog_block.mean_pl_if_momentum=-263', 'analog_block.share_both_books_red=0.53', 'shock_bars.count=46', 'regime_vector.gap_open_pts=252.75', 'trailing_stats.net_5d_pts=1819.5']","2025-04-14 (Mon): stood down per v0.6.1 FLAT-cohort anchor. Cohort k=15 at moderate distance (1.68-2.41): FLAT 10, ROTATION 3, MOMENTUM 2; both mean P&Ls negative; both-books-red 0.53 (near 0.6 floor). This is the clean retrieval no-trade case, not the 0.25 'unsure' tier. Tape context: extreme post-shock chop — trailing 10 sessions include -1176, +2133, -765 pt days with ranges to 2651pts; 46 shock bars; 251.75pt overnight gap up faded -152.75 overnight; imbal_share_10=0.7 but streak_imbal=0 and net_10d only +103 (whipsaw, not one-way). Neither book's home field: reversion faces war-size ranges, continuation faces gap-and-fade overnight. Calendar empty, red_folder_today=0, so no event override either way. Carry-forward: while shock_bars stay elevated (>40) and analogs stay FLAT-majority with both means red, keep standing down; re-arm when cohort flips to a book with positive mean or shock count normalizes. Watch for cohort splitting toward ROTATION as ranges contract."
